row_idx,poem_title,poet_name,poem_text_snippet,gold_label,pred_text,pred_label,correct
40212,أبلغ لديك بني الصيداء كلهم,زهير بن أبي سلمى,"أَبلِغ لَدَيكَ بَني الصَيداءَ كُلَّهُمُ
أَنَّ يَساراً أَتانا غَيرَ مَغلولِ
وَلا مُهانٍ وَلَكِن عِندَ ذي كَرَمٍ",قصيدة عامه,"قصيدة مدح.

المقطع:
أَلا لِلْ",قصيدة مدح,0
152865,,شهاب الدين التلعفري,"زارَنــي واللَّيـلُ أَليَـل
نـاعِـسُ الأجـفـانِ أكحَل
أَســمَــرٌ والجـفـنُ مِـنـهُ",,"قصيدة غزل.

المقطع:
أَلاَ لِل",قصيدة غزل,0
246553,أحبُّ بلادِ اللهِ لي، بعدَ طيبة ٍ,محيي الدين  بن عربي,"أحبُّ بلادِ اللهِ لي، بعدَ طيبة ٍ
ومكّة َ والأقصَى ، مدينة ُ بَغدانِ
وَمَا ليَ لا أهوَى السّلامَ، ولي بِها",,"قصيدة شوق.

المقطع:
أحبُّ بلادِ",قصيدة شوق,0
34557,يا باذلا وجنتيه,أحمد شوقي,"يا باذلا وجنتيه
إن كنت للغيظ كاظم
بذلت خدّا لنشأت",قصيدة قصيره,"قصيدة عتاب.

المقطع:
يا أبا الفضل يا",قصيدة عتاب,0
251028,يالطا,عبدالحميد القائد,"(1)
شِـبْهُ عَرايا
يُغَازِلنَ المَوجَ",,"قصيدة غزل.

المقطع:
(2)
أَ",قصيدة غزل,0
127518,,شهاب الدين الخفاجي,"رأَى في طريقِ الرُّشْد شَبَّتْ بهامَتِي
فـأوْقَـد فـوق الرأسِ مـنِّي مَشَاعِلاَ
يــخُــطُّ بــه راءً لَدَى كــلِّ شَــعْــرةٍ",,"قصيدة قصيرة.

المقطع:
أَحْبُ",,1
14980,إلام على الآثام أنت حريص,الصرصري,"إلام على الآثام أنت حريص
وعن طاعة الرحمن فيك نكوص
أغداً إذا أحضرتُ عريان حافياً",قصيدة عامه,"قصيدة عتاب.

المقطع:
ألا يا ليل هل",قصيدة عتاب,0
176922,َستُ بِذي وَجدٍ إِذا,المكزون السنجاري,"َستُ بِذي وَجدٍ إِذا
وَجَدتُ لِلحُبِّ أَذى
أَلِصَبُّ مَن زادَ بِإي",,"قصيدة غزل.

المقطع:
أَلاَ لِل",قصيدة غزل,0
252849,وطنى  حزنك  لا ينام,معز عمر بخيت,"اواجههم
اعريهم
لوجه الشمس اكشفهم",,"قصيدة هجاء.

المقطع:
أنتِ التي ت",قصيدة هجاء,0
116175,,عبد العزيز صبري,"هــو الله رب الخـلق ذو الفـضـل والبـر
بديع السماء والأرض ذو النهي والأمر
ســريــع لمــن جــاء الســرور انـتـقـامـه",,"قصيدة دينية.

المقطع:
ألا يا ليل هل",قصيدة دينية,0
231750,أزهر بأذيال الغصون تنسما,حمدون بن الحاج السلمي,"أزهرٌ بأذيال الغُصُونِ تنسما
فعطرَ من أنفاسِهِ أفُقَ السَّما
أم المسكُ قد أضحى يضُوعُ شذاهُ من",,"قصيدة رومنسيه.

المقطع:
أزهرٌ",قصيدة رومنسيه,0
66138,دللناك يا من أنت ذمي ديننا,عبد الغني النابلسي,"دللناك يا من أنت ذمي ديننا
فلا تتحير واستمع لمقالتي
نعم قد قضى ربي بكفرك عندنا",قصيدة دينية,"قصيدة ذم.

المقطع:
أنت الذي أضرم",قصيدة ذم,0
1374,تمتع من نسيم بقاع سلع,أبو الهدى الصيادي,"تمتع من نسيم بقاع سلع
ونشر المسك من تلك الرياض
وخذ بمفاوز الغزلان منها",قصيدة عامه,"قصيدة غزل.

المقطع:
ألا يا صاحبي",قصيدة غزل,0
236655,لَيس طَرفي جاراً لِقلبي، ولكنْ,أسامة بن منقذ,"لَيس طَرفي جاراً لِقلبي، ولكنْ
دَمُ هَذا بدمع هَذا مَشوبُ
خُلطة ٌ في تَباين الحال: هذا",,"قصيدة حزينه.

المقطع:
أَتَذ",قصيدة حزينه,0
115905,,أبو حيان الأندلسي,"تَـذكَّرَ بُـعـداً مِـن نُـضـار فَـمـا صَـبـر
حَــليـفُ أَسـىً رامَ السُـلُوَّ فَـمـا قَـدَر
فَـأَضـرَمَ نـاراً فـي الحَشا قَد تَسعَّرَت",,"قصيدة حزينه.

المقطع:
أَتَذ",قصيدة حزينه,0
105801,,محيي الدين بن عربي,"إذا كــنـت فـي شـيـءٍ ولا بـد قـائلاً
فـقـل فيه علماً لا تقل فيه بالزعم
فـإنَّ الذي قـد قـال بـالزعـم مـخطىءٌ",,"قصيدة ذم.

المقطع:
أنتِ التي تسب",قصيدة ذم,0
146923,,خالد الفرج,"قـسـوت عـلى الشـرق يـا آرثـرُ
بــحـقـد الجـبـان الذي يـثـأرُ
فـــهـــلا ثَــبــتَّ ولكــنْ فَــرَرْتَ",,"قصيدة ذم.

المقطع:
أنتِ التي تسب",قصيدة ذم,0
74541,,أحمد الكاشف,"ســلمــتــك العــنــايــة الأزليــهْ
ووقـــتـــك الرعــايــة الأبــديــهْ
ونــجــا للبـلاد والشـعـب والعـر",,"قصيدة مدح.

المقطع:
أنتِ الوردة",قصيدة مدح,0
123606,,عبد الهادي السودي,"عـرج بـمـنـى وجيرة في الخيفِ
واذكر شجني لأهل ذاك الريفِ
قل كيف لنا ولو بروز الطيفِ",,"قصيدة شوق.

المقطع:
ألا يا ليلَ",قصيدة شوق,0
241829,بومة استثنائية عاشقة,غادة السمان,"حبك لا يتطرق إليه اليقين
مبهم كالجنون، عذب كالطفولة..
غجري، يكتم اللقاء أنفاسه ويجدده الفراق..",,"قصيدة رومانسية.

المقطع:
أنتِ التي ت",,1
205976,هي الأوهام نجرعها,ملك إسماعيل,"كتب صديق
لماذا يا صباحُ نسيتَ أنّا
تعاهدنا بمطلعِكَ المُعَنّى",,"قصيدة عتاب.

المقطع:
يا ليلُّ هل",قصيدة عتاب,0
201554,صهيل الجراح,هناء علي البواب,"زمن، لم يبق في أعطافه
إلاّ صهيل الجرح
والأيام ما عادت مواويل اشتياق",,"قصيدة حزينه.

المقطع:
أنتِ التي أ",قصيدة حزينه,0
32558,إلى من يشار بهذا العذل,الأرجاني,"إلى من يُشارُ بهذا العَذَلْ
وقد رحَل القلبُ فيمن رَحلْ
يَقِلُّ معَ القُرْبِ تَنْويلُكمْ",قصيدة عامه,"قصيدة فراق.

المقطع:
ألا يا ليلَ",قصيدة فراق,0
37988,لبسن الفرند الخسرواني دونه,الفرزدق,"لَبِسنَ الفِرَندَ الخُسرُوانِيَّ دونَهُ
مَشاعِرَ مِن خَزِّ العِراقِ المُفَوَّفُ
فَكَيفَ بِمَحبوسٍ دَعاني وَدونَهُ",قصيدة عامه,"قصيدة فراق.

المقطع:
أَلاَ لِل",قصيدة فراق,0
121423,,أحمد الصافي النجفي ,"حــاجــات جــســمــي كـثّـرت هـمـي
يــا ليــتــنـي روح بـلا جـسـم 
يــؤلمــنــي الجــســم بــآلامــه",,"قصيدة حزينه.

المقطع:
أنتِ التي أ",قصيدة حزينه,0
223607,ربيعَا للأمة زَعَمُوا  !,سهام آل براهمي,"فِي خَاطِرِي أُمَّةٌ يَـحْيَا بِهَا وَطَنُ
تَهْفُو لَهَا الرُّوحُ سَبْـقًا نَفْحُهَا سَكَنُ
في زَحْمَةِ القَنْصِ تُسْتَدْعَى بذَاكِرَتِي",,"قصيدة وطنية.

المقطع:
أَتَذَ",,1
89195,,أبو اسحاق الألبيري,"رَفَـعـتُـم عَـلى قـاضـيـكُـمُ فَـخَـفَـضـتُمُ
وَحــاوَلتُــمُ خِــزيــاً لَهُ فَــخَــزيـتُـمُ
وَطـالَ لَعَـمـري مـا سَـعِـدتُـم بِـسَعدِهِ",,"قصيدة عتاب.

المقطع:
أَلاَ تَ",قصيدة عتاب,0
203075,صمت النوى,جواد كاظم محمد,"بقلبي للنوى صمتُ
وبي من صمته سمتُ
واني في مفارقتي",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
239714,يَا نَسْمَةَ البَانِ هُبِّي,عفيف الدين التلمساني,"يَا نَسْمَةَ البَانِ هُبِّي
عَلَى رُسُومِ المُحِبِّ
وَمَا عَلَيْكِ إِذَا مَا",,"قصيدة غزل.

المقطع:
أَلاَ تَ",قصيدة غزل,0
195233,عبادة,نبيلة الخطيب,"الحب في نهجي
عبادةْ
والخفقة الأولى",,"قصيدة رومانسية.

المقطع:
أنتِ من أ",,1
188364,النهار الممطر,وحيد خيون,"الشّمْسُ غارتْ في النّهارِ المُمْطِرِ
ويَظّلُّ نورُ الشّـْمْسِ رَهْنَ تكَسـّرِ
ولأنَّ دربَكَ مُثــْمِرٌ فَلَـطولُهُ",,"قصيدة شوق.

المقطع:
أَتَذَ",قصيدة شوق,0
70180,,محسن أبو الحب,"يــا إمــامــيّ أنـتـمـا لي ذخـر
في الملمّات إن دَهتني الخطوبُ
فـاِشـفعا لي عند الإله لتُمحى",,"قصيدة مدح.

المقطع:
ألا يا صاحبي",قصيدة مدح,0
120575,,أحمد الصافي النجفي ,"أما يستحي مني الصّبا لمشيبي
ألم يكف من همّ الغرام نصيبي
أمـا يـنتهي قلبٌ توزّعه الهوى",,"قصيدة رومنسيه.

المقطع:
ألا يا ل",قصيدة رومنسيه,0
154266,,ابن الزيات,"أَسَــلُ الَّذي صَـرَفَ الهَـوى
مِـنّـي إِلَيـكَ وَمِـنـكَ عَـنّي
أَن يَـبـتَليكَ بِما اِبتَلَو",,"قصيدة عتاب.

المقطع:
أَسَــل",قصيدة عتاب,0
23840,ولع الزمان بأن يحرك ساكنا,ابن الرومي,"وَلع الزمانُ بأن يحرِّكَ ساكِناً
وبأن يثيرَ من الأوابدِ كامنا
وهُمُ الأحبّةُ مَنْ أقام ترحَّلوا",قصيدة عتاب,"قصيدة فراق.

المقطع:
وَأَحْ",قصيدة فراق,0
209131,حلفتم لنا أن لا تخونوا فخنتم,جمال الدين بن مطروح,"حلفتم لنا أن لا تخونوا فخنتم
وأن لا تميلوا للوشاة فملتم
فإن كان هذا الغدر منكم سجيةً",,"قصيدة عتاب.

المقطع:
ألا يا ليل هل",قصيدة عتاب,0
191958,كسع الشتاء بسبعةٍ غبر,خرقة بن نباتة,"كسع الشتاء بسبعةٍ غبر
أيام شهلتنا من الشهر
فإذا انقضت أيام شهلته",,"قصيدة قصيرة.

المقطع:
ألا يا ليل،",,1
16641,فإن تك غبراء الجنينة أصبحت,لبيد بن ربيعة,"فَإِن تَكُ غَبراءُ الجَنينَةِ أَصبَحَت
خَلَت مِنهُمُ وَاِستُبدِلَت غَيرَ إِبدالِ",قصيدة قصيره,"قصيدة فراق.

المقطع:
وَأَحْ",قصيدة فراق,0
68032,راح رسولي وجاءني عاشق,ابن سناء الملك,"راحَ رسولي وجاءَني عاشِقْ
وعاقَه عن رِسالتي عائِقْ
وعاد لاَ بالجوابِ بل بجوىً",قصيدة رومنسيه,"قصيدة فراق.

المقطع:
ألا يا ليلَ",قصيدة فراق,0
152297,,حسين الكركي,"يـا سـيد الصيد وابن السادة الغرر
وأشــرف النــاس مــن بـدو ومـن حـضـر
أصــفــيـتـك الحـب لا عـزاً بـمـوقـعـه",,"قصيدة مدح.

المقطع:
يا سيدي الصيد واب",قصيدة مدح,0
156405,,جواد زيني,"بحدة السيف أفنيت الخوارج لا
بالبيض والآثم المرتاب محدود
لان الحـديـد لبـأس أنـت مضمره",,"قصيدة سياسية.

المقطع:
ألا يا ليل هل",قصيدة سياسية,0
190824,صَلاة الحَجَرْ,محمد حسام الدين دويدري,"1
هكذا كُنَّا ونبقى
مثلما شاءَ القَدَرْ",,"قصيدة عامه.

المقطع:
2
أنتِ التي",قصيدة عامه,0
81498,,تميم بن أبي,"وَافى الخَيَالُ ومَا وَافَاكَ مِنْ أَمَمِ
مِنْ أَهْلِ قَرْنٍ وأَهْلِ الضَّيْقِ مِنْ حَرِمِ
أَمْسَى بِقَرْنٍ فَمَا اخْضَلَّ العِشَاءُ لَهُ",,"قصيدة شوق.

المقطع:
وَأَنَا أ",قصيدة شوق,0
152470,,أبو علي البصير,"جــزى الله عــنــي آل خــاقــانَ إنـهـم
أطـالوا لسـانـي بـالثـنـاء وبـالشـكر
هم استعتبوا لي الدهرَ والدهرُ ساخطٌ",,"قصيدة مدح.

المقطع:
ألا يا صاحبي",قصيدة مدح,0
138038,,حسن حسني الطويراني,"طَـيـفُ الحَـبـيـبِ سَـرى وَاللَيلُ معتكرُ
وَالقَـلب مـسـتـعـرٌ وَالجـفـن مـنـهـمرُ
فَــقُــمـتُ أَشـكـو إِلَيـهِ مـن تـبـاعـده",,قصيدة رومنسيه، قصيدة شوق، قصيدة عتاب,قصيدة رومنسيه,0
164353,خفقات حب,طه بخيت,"وما قلبي سوى خفقات حب
تلبسه الهوى يوما  فذابا
أهذا  الدمع في عينيك شوق؟",,قصيدة رومنسيه، قصيدة شوق، قصيدة غزل,قصيدة رومنسيه,0
232111,ردي النداء وأطلقي الفكرا,ميخائيل خير الله ويردي,"رُدِّي النّداءَ وَأَطلقي الفِكرا
زَهرُ الرُّبى لا يَرتَضي الأَسرا
إِن كُنتِ في رَوضِ المُنى سِحرا",,"قصيدة غزل.

المقطع:
أَلا لِلّه",قصيدة غزل,0
96551,,أبو طالب الفتوني,"ومـؤلف ألف الزمـان رواءه
ألف النواظر كل روضٍ مزهر
ألفـاظـه حـاطـت بكل فريدةٍ",,"قصيدة مدح.

المقطع:
أنتِ الوردة",قصيدة مدح,0
106197,,قاسم الكستي,"روايـة اشـرقـت اقـمـار طـلعـتـها
وراق حـاضـرهـا اشـراق بـهـجـتـها
بـحـسـن تـشـخـيصها ابصارنا شخصت",,"قصيدة مدح.

المقطع:
أنتـي الـ",قصيدة مدح,0
214065,قطرةٌ مِنْ أَنْهَارِ ِالأُمُومَةِ,سمير عبد الله,"وكتبتُ نشيدكِ يا أمى فتسامى الشِّعْرْ
واللفظُ تَراقَصَ فى طَرَبٍ وَتَباهَى السَّطْرْ
وبحورُ الشعرِ تُحاورُنى لتنالَ الفَخْرْ",,"قصيدة مدح.

المقطع:
أنتِ يا أمي",قصيدة مدح,0
233256,يا نديم الصباح اترع كئوسك,صالح الشرنوبي,"يا نديم الصباح أترع كئوسك
وأذب في شعاعها أتراحك
سوف تطوى كف المساء عروسك",,"قصيدة حزينه.

المقطع:
يا ليل هل ست",قصيدة حزينه,0
130673,,المُرّار الفَقعَسي,"الرِّيـحُ تـعْـصِـفُ بِـالبَـقْلِ الرَّطيبِ فَلا
يَخْشى هَلاكاً وَتُرْدِي الجذعَ ذا العَظْمِ",,"قصيدة عامه.

المقطع:
وَأَحْ",قصيدة عامه,0
7585,يا ساهر الطرف من خوف ومن وجل,ابن المقرب العيوني,"يا ساهِرَ الطَرفِ مِن خَوفٍ وَمِن وَجَلِ
نَم في جِوارِ الهُمامِ السَيِّدِ البَطَلِ
وَلا تَرُعكَ خَيالاتٌ تَمُرُّ بِها",,"قصيدة رومنسيه.

المقطع:
أَلاَ",قصيدة رومنسيه,0
93909,,حيدر الحلي,"حـدرتْ بـأطـراف البـنـان نـقـابَهـا
مـرحـاً فـأخـجـل حـسـنُهـا أتـرابَهـا
وجــلت غــداة تــبــسَّمــت عـن واضـحٍ",,"قصيدة غزل.

المقطع:
أَلاَ لِل",قصيدة غزل,0
233763,أَدارَ النَوى كَم طالَ فيك تَلَدُّدي,المعتمد بن عباد,"أَدارَ النَوى كَم طالَ فيك تَلَدُّدي
وَكَم عُقتِني عَن دارِ أهيَفَ أَغيدِ
حَلَفتُ بِهِ لَو قَد تَعَرَّضَ دونَهُ",,"قصيدة شوق.

المقطع:
أَلاَ لِل",قصيدة شوق,0
207610,لطغيانَ خفٌّ مُذْ ثلاثين حجَّة,علية بنت المهدي,"لطغيانَ خفٌّ مُذْ ثلاثين حجَّة
ً جديدٌ فلا يَبلَى ولا يتخرَّقُ
وكيف بلى خفَّ هو الدهرَ كلَّهُ",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
205819,اثنان,ملك إسماعيل,"يأتي الصباحُ كتأويلٍ لرؤيايا
تلك التي ألهبتْ بالشعرِ نجوايا
إثنان، تحسبنا نورا .... ملائكةً",,"قصيدة دينية.

المقطع:
أنتِ التي تمن",قصيدة دينية,0
6645,ألا أبلغا عني حصينا رسالة,أبو الأسود الدؤلي,"أَلا أَبلِغا عَنّي حُصَيناً رِسالَةً
فَإِنَّكَ مَردودٌ عَليك خلالُكا
كَرَدِّ الأَداةِ المُستَعارَةِ إِنَّني",قصيدة قصيره,"قصيدة عتاب.

المقطع:
أَلا أَبل",قصيدة عتاب,0
247507,نْحْنُ مَنَعنَا بَيْنَ أَسْفَلِ ناعِت,ليلى الأخيلية,"نْحْنُ مَنَعنَا بَيْنَ أَسْفَلِ ناعِت
إلى وارداتٍ بالخَمِيس العَرَمْرمِ
بِحَيٍّ إذا قيلَ اظعَنُوا قد أَتَيْتُمُ",,"قصيدة شوق.

المقطع:
أَلاَ لِل",قصيدة شوق,0
214573,جرح قلب,سهير شاغوري,"وساوس الـقَلبِ
تشكو  ليْل ذا الوَالـِهْ
تَسوق  بالحزن دمعا  وقت إعلالـِهْ",,"قصيدة حزينه.

المقطع:
أَلا يا ل",قصيدة حزينه,0
6437,قالت وقد فتكت فينا لواحظها,الوأواء الدمشقي,"قالَتْ وَقَدْ فَتَكَتْ فينا لَواحِظُها
كَمْ ذَا أَمَا لِقَتيلِ الحُبِّ مِنْ قَوَدِ
وأَمْطَرَتْ لُؤْلُؤاً مِنْ نَرْجِسٍ وَسَقَتْ",قصيدة رومنسيه,"قصيدة غزل.

المقطع:
أَلاَ لِل",قصيدة غزل,0
15242,أرى الشعر أحياناً بجيش بخاطري,معروف الرصافي,"أرى الشعر أحياناً بجيش بخاطري
ويبذل ما قد عزّ لي من مصونه
ويسكن أحياناً فاشجى وإنما",قصيدة عامه,"قصيدة حزينه.

المقطع:
أرى الشعر أحيان",قصيدة حزينه,0
133457,,عبد الله فريج,"هـذا الاِريـج مِن الاِزهارِ قَد عبقا
يَـلذ بِـالريـحِ مِـنـهُ كُـل مـن نَـشـقـا
اريـج لُطـف بِـاِزهـار الفَـصـاحَـةِ فـي",,"قصيدة غزل.

المقطع:
أَلاَ لِل",قصيدة غزل,0
164993,قلب السما  ( سباعية ),نادية محمد,"مرسوم فى قلب السما خط الحياة مكتوب
عليه رحلة حياتنا والقسمة والمكتوب
رب العباد قسمه ما بين طاعات وذنوب",,"قصيدة دينية.

المقطع:
أنتِ التي تمن",قصيدة دينية,0
236512,الزمن الضرير,طلعت سفر,"يتململ الزمن الضرير... كأنه
حُبلى... ورنَّقَ يومُها الموعودُ
حانَ المخاض... فقد أتمّتْ حملها",,"قصيدة حزينه.

المقطع:
أنتِ التي أ",قصيدة حزينه,0
160706,,أبو إسحاق الصابي,"وأرعـن مـن سـكـر الحداثة ما صحا 
 دفعنا إلى تعظيمه وهو ما التحى
له هـــمّـــة لكـــنّهـــا فــي حــتــارة",,"قصيدة هجاء.

المقطع:
أنتِ التي ت",قصيدة هجاء,0
143393,,ماء العينين,"ربِّ اجعلنِّي محلَّ فضلكا
لا تجعلنِّي محلَّ عدلكا
ولْتـجـعلنِّي محلَّ نعمتكْ",,"قصيدة دينية.

المقطع:
ألا يا ليلَ",قصيدة دينية,0
124420,,محمد فهمي الرشيد,"ان كان في الفكر الشريف لمخلص
حــظ تــحــقــق فــوزه المــقــصــود
ولقـد تـلوح لحـظـه البـشـرى بما",,"قصيدة مدح.

المقطع:
ألا يا صاحبي",قصيدة مدح,0
38406,نظرية جديدة لتكوين العالم,نزار قباني,"""لا ثقافة بغير حب. إن الذي يحبني يخلقني""
أراغون
""أعلن اتحادي بالحرية. أعلن اتحادي بالآخرين..""",قصيدة عامه,"قصيدة سياسية.

المقطع:
""أنتِ التي ت",قصيدة سياسية,0
239231,اختلاف,عبد الرحيم أحمد الصغير(الماسخ),"نعودُ بلا أغنياتٍ تطِيرُ
إلى عرش أفراحِنا وتغنِّي
لتسحبَ أقدامُنا شجرَ الحُزن",,"قصيدة حزينه.

المقطع:
أنتِ التي أ",قصيدة حزينه,0
175336,لك الله مساجد الله,هلال الفارع,"مَسَاجِدَ اللهِ.. نوحي في بَوادينَا
واسْتَمْطِري مِنْ هَوانٍ صَدْحَ.. آمينا
وَأَذِّنِي في مَواتٍ ليسَ يوقِظُهُ",,"قصيدة دينية.

المقطع:
أَلاَ لِل",قصيدة دينية,0
59158,قلت من ذا قال إبني,شاعر الحمراء,"قُلتُ مَن ذا قال إبنِي
وهوَ لي خيرُ شَبِيه
قال عَبدُ الله لمَّا",قصيدة قصيره,"قصيدة مدح.

المقطع:
أَلا لِلَّ",قصيدة مدح,0
229960,عَامَانِ مُذْ أشعَلتِ فيَّ صَبَابةً,جهاد عادل,"عَامَانِ مُذْ أشعَلتِ فيَّ صَبَابةً
وبَرَأتِ في قَلبي هَوًى لا يُخمَدُ
أمسَيتُ ذَاكَ اليومَ أُقسِمُ عَازِمًا",,"قصيدة رومنسيه.

المقطع:
أَلاَ",قصيدة رومنسيه,0
99803,,العجير السلولي,"ومــا لَبِـسَ النـاسُ مـن حُـلَّةٍ
جَــديــدٍ ولا خَـلَقـاً يُـرتَـدى
كـمـثـلِ المـروءَةِ للّابِـسـينَ",,"قصيدة مدح.

المقطع:
وَأَحْ",قصيدة مدح,0
169791,أريا شمالٍ أم نسيم من الصبا,شيخ أبي القاسم الزمخشري,"أريا شمالٍ أم نسيم من الصبا
أتانا طروقاً أم خيال لزينبا؟
أم الطالع المسعود طالع أرضنا",,"قصيدة شوق.

المقطع:
ألا يا ليل هل",قصيدة شوق,0
208642,يا من نأى عني وكان مرادي,جبران خليل جبران,"يا من نأى عني وكان مرادي
أتركتني أحيا جريح فؤادي
إن غبت وا ولداه عن عيني فمن",,"قصيدة فراق.

المقطع:
يا من نأى عن",قصيدة فراق,0
19619,قالت لطائف شعري,ابن نباته المصري,"قالت لطائفُ شعري
شاكل كريماً بمصر
فعنده بيت بحرٍ",قصيدة مدح,"قصيدة مدح.

المقطع:
ألا يا ليلُ",قصيدة مدح,1
127913,,خليل ناصيف اليازجي,"مـن آل عـبُّوج شـهـمٌ سـار مـرتـحـلاً
الى نــعــيـمٍ لاهـل البـرّ مـكـتـوبِ
انا لَهُ اللَه ارّخ ما اشتَهي ابداً",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
168539,يد المواجع,هناء محمد,"لا تلقِ بالاً للرياحِ إذا أتتْ
بيدِ المواجعِ تطرقُ الأبوابا!
واحملْ سلاحَ الصبرِ لاترضخْ لمن",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
219378,حرِّروا نيويورك من صهيونها,خالد مصباح مظلوم,"حرِّروا نيويورك من صهيونها
تنقذوا الدنيــا وبالذات العـربْ
راوغوا في كل شيء ما لديهم",,"قصيدة سياسية.

المقطع:
أنتِ التي تمن",قصيدة سياسية,0
204489,نعم هِيَ دَار من نهوى يَقِينا,النصيبي القوصي,"نعم هِيَ دَار من نهوى يَقِينا
وَمَا نخشاه ساكنها يَقِينا
أنيخوا فِي معالمها المطايا",,"قصيدة شوق.

المقطع:
أَلا يا أَ",قصيدة شوق,0
31524,صنع الريح من الماء زرد,المعتمد بن عباد,"صَنَعَ الريحُ من الماءِ زَرَد
أَيُّ درعٍ لقتالٍ لو جمدْ",قصيدة قصيره,"قصيدة قصيرة.

المقطع:
أَحْبُ",,0
116967,,محمد شهاب الدين,"أيــا مــوريــا نــيــران زنــدك بـالقـدح
تــــروم أذى الأذان بــــالذم والقــــدح
أراكَ تــســيــء الظــن بــالنــاس جـاهـلا",,"قصيدة هجاء.

المقطع:
أنتَ تَ",قصيدة هجاء,0
139312,,ابن شهاب العلوي,"تـبـايـنـت المـذاهـب واستطالت
بـهـا الأهواء واحتدم النزاع
وضــلّل بــعــضــهــم بـعـضـاً وكـل",,"قصيدة سياسية.

المقطع:
أنتِ التي تمن",قصيدة سياسية,0
121611,,أحمد الصافي النجفي ,"أشتهي العيش في القيود لأني
لذتـي فـي صـراع فـك القـيـود 
قـد ألفـت الصراع للقيد إرْثي",,"قصيدة شوق.

المقطع:
أنتِ التي أشته",قصيدة شوق,0
212409,بقيتُ حتى كسا الخدّين جَونُهُما،,أبو العلاء المعري,"بقيتُ حتى كسا الخدّين جَونُهُما
، ثمّ استَحالَ، ومسّ الجسمَ تخديدُ
بلَوتُ، من هذه الدّنيا وساكِنها",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
173058,صِرْف العواطف,عزوزي علي أيمنان,"أوقد على طلل ..
من الأفق البعيد ذبالة
لتحاصر الأبصار من ..",,"قصيدة شوق.

المقطع:
أوقد على طلل ..",قصيدة شوق,0
205543,أَلا يا صَبا نجد عليّ تنسمي,أبو علي الجرباذقاني,"أَلا يا صَبا نجد عليّ تنسمي
ويا عَبرتي لا يحبسنَّك مانعُ
فإنّ الصبا تنفي هموم أخي الهوى",,"قصيدة شوق.

المقطع:
أَلا يا صَ",قصيدة شوق,0
56361,عليكم وإلا فالبكاء مضيع,بهاء الدين الصيادي,"عَلَيْكُمْ وإلاَّ فالبُكاءُ مضيعُ
وفيكُمْ وإلاَّ فالرَّجاءُ قَطيعُ
وعَنكم وإلاَّ فالأحاديثُ ضِلَّةٌ",قصيدة عتاب,"قصيدة عتاب.

المقطع:
أَلاَ تَ",قصيدة عتاب,1
55085,لصفراء في قلبي من الحب شعبة,قيس بن الملوح,"لِصَفراءَ في قَلبي مِنَ الحُبِّ شُعبَةٌ
هَوىً لَم تَرُمهُ الغانِياتُ صَميمُ
بِهِ حَلَّ بَيتَ الحَيِّ ثُمَّ اِنثَنى بِهِ",قصيدة مدح,"قصيدة رومنسيه.

المقطع:
أَلاَ",قصيدة رومنسيه,0
116634,,يوسف بن هارون الرمادي,"وَجـارِيَـةٍ جَـريَ السَـفـيـن تَـسـوقُها
الرياحُ وَلَكن في الهَواءِ غَديرها
رَأَيـتُ بِـأَحـشـاءِ البـحـورِ سَفينَها",,"قصيدة شوق.

المقطع:
وَجـارِي",قصيدة شوق,0
47158,سر مسرعا ليس يغني الناس ما علموا,قسطاكي الحمصي,"سر مسرعا ليس يغني الناس ما علموا
كم معجزات بدت من فكر مجتهد
أما ترى مشمل المصباح يطفيء ما",قصيدة قصيره,"قصيدة سياسية.

المقطع:
ألا يا ليل،",قصيدة سياسية,0
111526,,خليل مطران,"سَــلِيــمُ سَــرْكِــيــسٍ وَآلُ الَّذي
يَــدْعُــونــكــمْ لِلْفــرَحِ الازِفْ
فَفِي أَصِيلا السَّبْتِ مِنْ يَوْمِنَا",,"قصيدة مدح.

المقطع:
أَلاَ لِل",قصيدة مدح,0
166770,أقدارُ المشيب,حيدر التميمي,"ذكراكَ   تعتصرُ   العيونَ   فِراقا
فالدّمعُ لايستأذنُ الآماقا
والليل أرخى  في  الفؤادِ  همومَهَ",,"قصيدة فراق.

المقطع:
ألا يا ليلُ",قصيدة فراق,0
20867,روحي بروحي من هلال هوى,ابن الجزري,"روحي بروحي من هلال هوى
واستبدل السبع عن السبع
تاللَه ما أدري أأيامه",قصيدة قصيره,"قصيدة غزلية.

المقطع:
ألا يا ليل",قصيدة غزل,0
206647,محاسن النسا,عبد العلي فيلالي بالحاج,"قصة نحكيها جرات بين لامة لبكار
ذهل فيها العقل ونفهى
فأوصاف محاسن النسا نحكي لك ونعيد",,"قصيدة غزل.

المقطع:
أنتِ التي أُ",قصيدة غزل,0
194453,ذبح السماح,إبراهيم وادي الرحمة,"القدسُ يَدمَعُ مَهيضَ الجناح
و الشامُ ثكلى أُثخِنت بالجراح
و كل قرية بها محنة",,"قصيدة حزينه.

المقطع:
أنتِ التي أ",قصيدة حزينه,0
