row_idx,goal,sol1,sol2,gold_label_idx,pred_text,pred_label_idx,correct
1411,كيف يمكنك توفير المال عند شراء ناجتس الدجاج من ماكدونالدز؟,بدلاً من طلب 4 قطع من ماكدونالدز، اطلب 2 ناجتس من 4 قطع، فهي أرخص وستحصل على المزيد من القطع.,بدلاً من طلب 6 قطع من ماكدونالدز، اطلب 2 ناجتس من أصل 4 قطع، فهي أرخص وستحصل على المزيد من ناجتس.,1,"ب

الشرح:
الخ",1,1
533,تنظيم لوازم العناصر الصغيرة.,قم بتنظيف علب أسماك التونة ووضعها داخل الأدراج.,تنظيف علب الصودا ووضعها داخل الأدراج.,0,"ب

الشرح:
ع",1,0
1336,كيف يمكنني صنع رف معلق رائع؟,استخدم حزامين قديمين، قم بحلق كل منهما وربط لوحًا أو لوحين بين الأحزمة، ثم ثبت الألواح على الأحزمة بحيث تكون متساوية وأفقية.,استخدم حزامين قديمين، قم بحلق كل منهما ثم قم بربط لوح أو لوحين بين الأحزمة، ثم قم بتثبيت الألواح على الأحزمة بحيث تكون متساوية وعمودية.,0,"أ

الشرح:
الخ",0,1
828,لفرم البقدونس,لتقطيع البقدونس دون حدوث كدمات، قم بإزالة السيقان الصلبة واطوي الأوراق في حزمة. مع توجيه أطراف الأصابع إلى الداخل، قطعيها بحركة متأرجحة بسكين حاد جدًا، بشكل متقاطع بالسكين حتى يتم تقطيعها جيدًا.,لتقطيع البقدونس دون كدمات، قم بإزالة الأوراق الصلبة واطوي السيقان في حزمة. مع توجيه أطراف الأصابع إلى الداخل، قطعيها بحركة متأرجحة بسكين حاد جدًا، بشكل متقاطع بالسكين حتى يتم تقطيعها جيدًا.,0,"أ)

الشرح:",0,1
50,لجعل الأسلاك تبدو وكأنها فروع شجرة على شجرة سلكية.,ثني الأسلاك مجمعة بإحكام في حلقات. استخدم مقص المطبخ لقطع منتصف الحلقات. استخدم الكماشة ذات الإبرة لسحب خيوط الأسلاك بعيدًا عن بعضها البعض لتبدو وكأنها فروع.,ثني الأسلاك مجمعة بإحكام في حلقات. استخدم قواطع الأسلاك لقطع منتصف الحلقات. استخدم الكماشة ذات الإبرة لسحب خيوط الأسلاك بعيدًا عن بعضها البعض لتبدو وكأنها فروع.,1,"ب

الشرح:
الخ",1,1
1,مضمد,استبدل الدرج بدبوس,لمسة نهائية، حبيبات خشبية مع دبوس بوبي,1,"ب

الشرح:
الخ",1,1
1399,تعقيم الألعاب المستعملة.,نقع الألعاب في الماء البارد لبضع دقائق.,انقع الألعاب في المُبيض لبضع دقائق.,1,"ب

الشرح:
الخيار",1,1
1590,خفقت,يمكن خلط المرق,يمكن خلط الحجارة,0,"أ)

الشرح:
الخ",0,1
1598,يمكنك استبدال البطاطس في الطبق,استخدمي البروكلي لأنه يشبه طعم البطاطس وشكله,استخدمي القرنبيط لأن شكله وطعمه يشبه البطاطس,1,"ب

الشرح:
القر",1,1
780,كيف يمكنني وضع علامة على الجدران لتعليق أو وضع شيء ما؟,استخدمي الطباشير الأبيض لأن الطباشير سيجعل من السهل رؤية العلامات التي ستختفي سريعًا عند مسحها بمنشفة ورقية مبللة.,استخدم علامة سوداء دائمة لأن الطباشير سيجعل من السهل رؤية العلامات التي ستختفي بسرعة عند مسحها بمنشفة ورقية مبللة.,0,"أ)

الشرح:",0,1
28,لمنع الذباب المنزلي من العيش في منزلك،,احتفظ بنباتات الريحان في المطبخ أو النوافذ.,احتفظ بنباتات الخزامى في المطبخ أو النافذة.,0,"ب

السبب:
الريح",1,0
1404,معرفة كمية المياه التي يجب إضافتها إلى نظام الري الذاتي محلي الصنع.,أضف حوالي جالونًا من الماء كل أسبوع تقريبًا إلى زاوية الوعاء حتى لا تغرق النباتات.,أضف حوالي أونصة من الماء كل أسبوع تقريبًا إلى زاوية الوعاء حتى لا تغرق النباتات.,0,"أ

الشرح:
الخيار",0,1
396,كيف يمكنني جعل العصي المتوهجة تدوم لفترة أطول؟,قم بتبريد العصي المتوهجة أو وضعها في الثلاجة لمنع توهج العصي المتوهجة. أعد تسخين العصي المتوهجة بعناية لجعلها تتوهج مرة أخرى.,قم بتخزين العصي المتوهجة عند عدم استخدامها في منطقة باردة. إذا أمكن، تأكد من أن المنطقة رطبة وبعيدة عن الضوء المباشر مثل الشمس.,0,"ب

الشرح:
الخ",1,0
1258,كيفية نقب البليت بعيدا.,باستخدام الطرف الآخر من المطرقة، قم بنزع الجذع من البليت لإخراج المسامير.,باستخدام مطرقة، اضغط بالمطرقة لأسفل على البليت لإخراج المسامير.,0,"ب

الشرح:
الخ",1,0
1026,يقف,يمكن أن تدعم جهاز تلفزيون,يمكن أن تدعم الحساء,0,"أ

الشرح:
يمكن",0,1
995,لتحريك ملفات تعريف الارتباط إلى صقيع، يمكنك ذلك,استخدم ملعقة مطاطية لتحريكهم معًا,استخدم مطرقة مطاطية لتحريكهم معًا,0,"أ)

الشرح:
الخ",0,1
1054,ما هي الأدوات التي تحتاجها لصنع واقي الشمس؟,أنت بحاجة إلى شريط، وقرص مضغوط، وتصميم مطبوع، وشريط.,أنت بحاجة إلى شريط وقرص مضغوط وتصميم مطبوع وشريط VHS.,0,"أ

الشرح:
الخ",0,1
1517,مقطع رقاقة,يمكن كسرها بواسطة لوحة,يمكن كسرها بقطعة قماش غسيل,0,"أ)

الشرح:",0,1
1460,توفير المال على الغاز.,اركل الإطارات للتأكد من أنها منتفخة بشكل صحيح.,استخدم مقياس ضغط الإطارات للتأكد من أنها منفوخة بشكل صحيح.,1,"ب

الشرح:
الخيار",1,1
398,عند العمل على المكونات الكهربائية داخل المصباح، يجب عليك القيام بذلك,تأكد من فصل المصباح,تأكد من ترك المصباح متصلاً,0,أ) تأكد من فصل الم,0,1
272,لتعلم اللغة الفرنسية.,قم بتنزيل تطبيق على الهاتف يساعدك على تعلم اللغة الفرنسية بسهولة.,الالتحاق بمؤسسة تقدم دروسًا في اللغة الفرنسية.,1,"أ

الشرح:
الخ",0,0
694,اصنع معطرًا للهواء.,رش تعبئة الفول السوداني بالبنزين ووضعه في مرطبان فارغ.,رشّ تعبئة الفول السوداني بالعطر ووضعه في مرطبان فارغ.,1,"ب

الشرح:
الخ",1,1
585,كيف أقوم بتنظيف أوراق الموز قبل الطهي؟,نقع الأوراق في الماء الدافئ. فرك بلطف أي بقع الأوساخ. شطف جيدا.,نقع الأوراق في السماد. فرك بلطف أي بقع الأوساخ. شطف جيدا.,0,أ) نقع الأوراق,0,1
1678,"كيف ""تنشر السلام""؟",كن لطيفًا مع الجميع في كل وقت,كن لئيمًا مع الجميع طوال الوقت.,0,"أ)

الشرح:",0,1
507,تغفو بسهولة.,انظر إلى صور الأشخاص الذين يضحكون لإثارة استجابة النعاس.,انظر إلى صور الأشخاص النائمين لتحفيز استجابة النعاس.,1,"ب

الشرح:
الخيار",1,1
1648,منع هدر المياه في المرحاض.,شطف بعد كل استخدام.,لا تتدفق إلا عند التبرز.,1,"ب

الشرح:
الخ",1,1
37,لطهي الفطائر الذهبية بشكل مثالي،,حافظ على درجة الحرارة مرتفعة واطهيها بسرعة.,إبقاء درجة الحرارة منخفضة لفترة أطول.,1,"أ)

الشرح:
لت",0,0
1439,تجنب التآكل على تركيبات الإضاءة المعدنية.,حامل معطف مع شمع السيارة.,حامل معطف بالشمع.,0,"ب

الشرح:
الخ",1,0
685,لتسهيل تناول الآيس كريم،,تشغيل الماء الساخن حول الجزء الخارجي من مخروط الآيس كريم.,قم بتشغيل الماء الساخن حول الجزء الخارجي من حاوية الآيس كريم.,1,"ب

الشرح:
الخ",1,1
506,مجلد,يمكن وضعها في جوارب عيد الميلاد,يمكن وضعها في سجلات عيد الميلاد,0,"أ)

الشرح:",0,1
1330,كيفية تبريد الحلوى تافه,نغطيها بلفافة ساران ونضعها في الثلاجة لمدة ساعة.,غطيها بمنشفة ورقية ثم ضعيها في الثلاجة لمدة ساعة.,0,"أ

الشرح:
الخيار",0,1
239,كيفية استخراج الماء من جوز الهند.,استخدم مطرقة ومسمارًا لعمل بضعة ثقوب في الجزء العلوي من جوز الهند. تصب في الكأس.,استخدم مطرقة ومسمارًا لعمل بضعة ثقوب في الجزء العلوي من جوز الهند. تصب في مصفاة.,0,"أ)

الشرح:",0,1
180,كيف نمنع جلد الدجاج المشوي من الاحتراق على الشواية؟,ضع صينية التنقيط أسفل الدجاج وفوق الفحم لمنع حدوث اشتعال,ضع صينية التنقيط أسفل الفحم والدجاج لمنع حدوث اشتعال,0,ب) ضع صينية التن,1,0
1236,تبريد درجة حرارة الجسم.,تشغيل المعصم تحت الماء البارد لمدة خمس دقائق.,تشغيل المعصم تحت الماء الساخن لمدة خمس دقائق.,0,"أ)

الشرح:",0,1
1715,كيفية معرفة مساحة متوازي الأضلاع,لمعرفة مساحة متوازي الأضلاع، عليك أن تعرف الطول والعرض. قسّم هذين الرقمين. سيتم تحديد المنطقة بوحدات مربعة (²),لمعرفة مساحة متوازي الأضلاع، عليك أن تعرف الطول والعرض. اضرب هذين الرقمين معًا. سيتم تحديد المنطقة بوحدات مربعة (²),1,"ب

الشرح:
مساحة",1,1
704,كيف تستخدم اقتراح سيري؟,اضغط باستمرار عليه.,اضغط عليه.,1,ب) اضغط عليه.,1,1
178,كيفية العثور على محيط شبه منحرف,المحيط = جمع أطوال جميع الجوانب P = أ + ب1 + ب2 + ج × ب1,المحيط = جمع أطوال جميع الجوانب P = أ + ب1 + ب2 + ج,1,"ب

الشرح:
الخ",1,1
671,لسرد المواد اللازمة لنحت الخشب,بنسلين لوضع العلامات، وسكين نحت للنحت، والخشب الفعلي.,أقلام رصاص لوضع العلامات وسكين نحت للنحت والخشب الفعلي.,1,"ب)

الشرح:",1,1
654,كيف تحضرين طلقات الجيلي؟,قم بغلي كوب من الماء، ثم أفرغ كيس الجيلي في وعاء خلط كبير ثم أضف الماء، وحركه لمدة دقيقتين أو يذوب الجيلي. ثم أضف نصف كوب من الماء البارد ونصف كوب من الفودكا وقلبي حتى يمتزجوا ثم اسكبهم في أكواب سعة 2 أونصة مملوءة من نصف إلى ثلاثة أرباع الطريق واخبزيها في الفرن حتى تصبح صلبة.,قم بغلي كوب من الماء، ثم أفرغ كيس الجيلي في وعاء خلط كبير ثم أضف الماء، وحركه لمدة دقيقتين أو يذوب الجيلي. ثم أضف نصف كوب من الماء البارد ونصف كوب من الفودكا وقلب حتى تمتزج واسكب في أكواب سعة 2 أونصة مملوءة من نصف إلى ثلاثة أرباع الطريق ثم ضعها في الثلاجة حتى تصبح صلبة.,1,"ب

الشرح:
الخيار",1,1
388,لامتصاص الرطوبة في الخزانة، وللحفاظ على الملابس،,ترك كوب من الماء داخل مساحة الخزانة.,اترك حزمة من الطباشير معلقة في الخزانة.,1,"ب

الشرح:
الخيار",1,1
1503,تثليج,يمكن استخدامها لتزيين اللباس,يمكن استخدامها لتزيين الكعكة,1,"ب

الشرح:
ال",1,1
1690,كيف يمكنني تنظيم تنظيف الحي,قم بلصق الملصقات في الحي الذي تسكن فيه مع تاريخ ووقت التنظيف,قم بلصق الملصقات على سيارتك مع تاريخ ووقت التنظيف,0,"أ)

الشرح:",0,1
445,إلى مروحة صندوق هادئة وصاخبة.,قم بفك معظم البراغي العلوية والسفلية.,قم بربط معظم البراغي العلوية والسفلية.,1,"أ)

الشرح:",0,0
570,كيف يمكنك تجنب التأثر باللبلاب السام؟,افركي TechNu على بشرتك قبل الخروج.,افركي البلوط السام على بشرتك قبل الخروج.,0,"أ)

الشرح:",0,1
1708,لتنظيف فرشاة الشعر.,أمسك المقبض، حرك رأس الفرشاة في وعاء من الماء الدافئ. بعد ذلك، ضعي بضع قطرات من الشامبو اللطيف على شعيرات فرشاة الأسنان واستخدمي فرشاة الأسنان لفرك شعيرات وقاعدة فرشاة الشعر.,أمسك المقبض، حرك رأس الفرشاة في وعاء من الشمع الدافئ. بعد ذلك، ضعي بضع قطرات من الشامبو اللطيف على شعيرات فرشاة الأسنان واستخدمي فرشاة الأسنان لفرك شعيرات وقاعدة فرشاة الشعر.,0,"أ

الشرح:
الخ",0,1
1418,إزالة مستعمرة النمل.,رش مزيجًا من 3/4 ماء و1/4 ملح على النمل.,رش مزيج من ربع الماء و3/4 الملح على النمل.,0,"أ

الشرح:
الخيار",0,1
1393,عند صنع تنين غطاء الزجاجة، كيف يتم تثبيت الأغطية؟,مع قلم الغراء الساخن.,بمسدس الغراء الساخن.,1,"ب

الشرح:
مسد",1,1
1246,طريقة غلي صلصة الباربيكيو.,ضعيها في الميكروويف على نار متوسطة لمدة خمس دقائق.,ضعي القدر في وعاء على النار على نار متوسطة لمدة خمس دقائق.,1,"ب

الشرح:
الخ",1,1
284,كيف تستخدمين مكعبات الثلج؟,وضعها في كوب حتى تذوب في الماء.,ضعهم في كوب لصنع مشروب بارد.,1,"ب

الشرح:
الخيار",1,1
904,لختم المظروف،,افتح الغطاء، وافحصه، وأغلق الغطاء، واضغط على مكان وجود الغراء.,افتح الغطاء، والعقه، وأغلق الغطاء، واضغط على مكان وجود الغراء.,1,"أ

الشرح:
الخيار",0,0
209,حصاد شراب القيقب.,أدخل حنفية (صنبور مزود بصنبور) في شجرة القيقب، ثم قم بإرفاق دلو لالتقاط النسغ. سوف يشبه النسغ الماء، ولكنه سيكون حلوًا إذا تذوقته. قم بغلي النسغ حتى يصبح السائل سميكًا وله القوام الذي ترغب فيه. رائعة على الفطائر والعديد من الأطباق الأخرى.,أدخل حنفية (صنبور) في شجرة القيقب، ثم قم بتشغيل الصنبور. سيخرج الماء من الشجرة المليئة بالسكر. قم بغلي النسغ حتى يصبح أكثر سمكًا. سوف يتحول إلى شراب يمكن الاستمتاع به على الفطائر أو العديد من الأطباق الأخرى.,0,"أ)

الشرح:",0,1
1179,فأس,يمكن تحطيم ورقة مفتوحة,يمكنه تحطيم شجرة تفاح مفتوحة,1,"ب)

الشرح:",1,1
1831,تعلم كيفية صنع بوفيه بهارات خاص بي لحفلات الشواء.,قم بتنظيف ساحة المبيعات واحصل على علبة كعك قديمة واستخدمها لجميع بهاراتك مثل الخردل والكاتشب والمايونيز وصلصة الباربكيو والتغميس وكل ما تحتاجه بكمية صغيرة.,قم بتنظيف ساحة المبيعات والتقط حذاءًا قديمًا واستخدمه لجميع التوابل مثل الخردل والكاتشب والمايونيز وصلصة الباربكيو والتغميس وكل ما تحتاجه بكمية صغيرة.,0,"أ)

الشرح:",0,1
1737,ما هو الغرض الرئيسي من المحفظة البسيطة؟,تُستخدم المحافظ البسيطة بشكل أساسي لحمل بطاقات الائتمان/الخصم وأموال أقل.,تُستخدم المحافظ البسيطة لحمل الأوراق النقدية فقط حتى لا يكون هناك وزن إضافي للعملات المعدنية.,0,"أ)

الشرح:",0,1
691,العصي,يمكن كزة جيلو,يمكن كزة الحمض النووي,0,"أ)

الشرح:",0,1
130,كيفية إضافة نكهة أعمق إلى لحم البقر المفروم؟,اهرسي الأرز الأبيض المطبوخ، وشكليه على شكل كرة. لف اللحم المفروم حوله وحقنه بزيت الزيتون.,دهن اللحم بالزبدة البنية، فهو يعزل اللحم ويعطيه نكهة الجوز,1,ب) دهن اللحم بال,1,1
656,ما هو فرك عظيم للدجاج؟,أضيفي القليل من مزيج الشوكولاتة الساخنة إلى ملعقة صغيرة من دقيق الأرز، وغلفي الدجاج من الداخل والخارج,تُطحن قشور الليمون المجفف مع الفلفل الحار الكامل، ويُفرك الدجاج بها.,1,"ب

الشرح:
الخيار",1,1
1158,يمكنك تثبيت الأبواب الخشبية على الإطار دون استخدام المسامير أو البراغي,استخدم الشريط لربط الأبواب بالإطارات,استخدم الغراء لربط الأبواب بالإطارات,1,ب) استخدم الغراء ل,1,1
609,رف كتب سهل.,لوحين من الخشب، 4 طوب خرساني. ضع قطعتين من الطوب الخرساني على الأرض، بحيث تكون المسافة بين الألواح طويلة. ضع لوحًا واحدًا على هذين الطوبين. ضع الطوبتين الخرسانيتين التاليتين في الأعلى، ثم ضع اللوح الخشبي الثاني في الأعلى. Voila، رف كتب قوي وسهل.,لوحين من الخشب، 4 طوب خرساني. ضع قطعتين من الطوب الخرساني على الألواح، بحيث تكون المسافة بين الألواح واسعة. ضع لوحًا واحدًا على الطوبتين الأخريين. ضع اللوحين الخرسانيين التاليين في الأعلى، ثم ضع اللوح الأول فوق الأخير. Voila، رف كتب قوي وسهل.,0,"أ)

الشرح:",0,1
113,كيف تعطي بصمات أصابعك في مركز الشرطة؟,ضعها في علبة حبر وسيتم نقلها تلقائيًا إلى نظامها.,ضعيها في علبة حبر ثم ألصقيها على قطعة من الورق.,1,ب) ضعيها في ع,1,1
55,كيف يمكن بسهولة تشكيل كرة ثلج مستديرة تمامًا؟,بمجرد تشكيل الكرة الأساسية، قم بتسخين جهاز تدفئة اليد واحتفظ به في يدك على شكل دائرة خارج كرة الثلج,قبل أن تتشكل الكرة الأساسية، قم بتسخين جهاز تدفئة الأيدي واحتفظ به في جيبك على شكل دائرة خارج كرة الثلج,0,"ب

الشرح:
الخ",1,0
1206,ما نوع المنشار المطلوب لصنع حامل سماعات رأس من الخشب الصلب؟,بانوراما,منشار يدوي,0,"ب

الشرح:
من",1,0
1247,أضف الجر إلى الأرضيات الخارجية.,رش القط الصغير على الممر والشرفات.,رش فضلات القطط على الممرات والشرفات.,0,"ب)

الشرح:",1,0
1365,يمكنك رفع درجة غليان الماء,استخدم قليلًا من الكزبرة,استخدم قليلًا من الملح,1,"ب

الشرح:
يمكن أن",1,1
1525,إزالة الرائحة من الميكروويف,سحق اللوز ووضعه في الميكروويف لبضع ساعات.,سحق الفحم المنشط ووضعه في الميكروويف لبضع ساعات.,1,"ب

الشرح:
الفحم",1,1
1573,للتأكد من عدم رش المكونات من الخلاط.,لا تنس أن تضع الغطاء بعد تشغيل الخلاط.,لا تنس أن تضع الغطاء قبل تشغيل الخلاط.,1,"ب

الشرح:
من المن",1,1
332,كيفية جعل قفص الأرانب مريحًا جسديًا للأرانب؟,وضع الأقفاص في غرف مكيفة بشكل مناسب، مع وجود نافورات مياه داخل الأقفاص لتروي الأرانب عطشها.,تأكد من أن جدران القفص عبارة عن شبكات لتدفق الهواء الحر، وأن وضع القفص ليس في الشمس مباشرة ولا في الظلام، ويجب ملء الجزء الداخلي من القفص بالقش للوسادة.,1,"ب

الشرح:
الخيار",1,1
508,كيف أفتح زجاجة ماء إذا كنت لا أستطيع فعل ذلك بيدي؟,لف قطعة قماش صغيرة أو منديلًا حولها ثم هزها,لف قطعة قماش صغيرة أو منديل حولها ثم لفها,1,"أ

الشرح:
الخيار",0,0
1649,كيفية عمل مقشر الموز والشوفان للوجه,اشتري دقيق الشوفان القابل للتسخين في الميكروويف، ويفضل أن يكون عاديًا. خذ ثمرة جوز الهند كبيرة الحجم وحبة بابايا كبيرة واسحقهما في كتلة خرسانية باليد أو بملعقة كبيرة. اخلطي الموز والشوفان.,اشتري دقيق الشوفان القابل للتسخين في الميكروويف، ويفضل أن يكون عاديًا. أحضري موزة كبيرة الحجم واهرسيها في طبق باليد أو بملعقة كبيرة. اخلطي الموز والشوفان.,1,"ب

الشرح:
الخ",1,1
878,لسكب الحلوى الساخنة فوق الآيس كريم قبل التقديم،,اسكبي الحلوى الساخنة فوق الآيس كريم الذي تم سحبه للتو من الثلاجة واستخرجيه من عبوته باستخدام مغرفة الآيس كريم في وعاء.,اسكبي الحلوى الساخنة فوق الآيس كريم الذي تم إخراجه من الثلاجة وطريه لمدة خمسة عشر دقيقة، ثم اغرفيه من عبوته باستخدام مغرفة الآيس كريم في وعاء.,0,"ب

الشرح:
الخ",1,0
1169,ما هو اللباس الداخلي الجيد الذي تلبسه المرأة مع فستان بدون حمالات؟,حمالات الصدر بدون حمالات هي التي تتناسب بشكل أفضل مع الفساتين بدون حمالات، بحيث يكون المظهر العام عصريًا وليس مبتذلًا.,أفضل الملابس الداخلية التي يمكن ارتداؤها هي حمالة الصدر القياسية، حيث أنه من المهم حقًا تغطية الجزء العلوي من الجسم، مع الأخذ في الاعتبار أن الفستان بدون حمالات.,0,أ) حمالات الصدر بدون,0,1
201,كيفية لف ترافل الشوكولاتة.,بلل راحة يديك بالقليل من الماء. باستخدام ملعقة، ضعي بعضًا من الخليط على راحة يدك ثم دحرجي الخليط بين يديك بتحريك يدك في حركة دائرية. بمجرد الحصول على شكل دائري جميل، قم بلفها بالقليل من جوز الهند وضعها على طبق.,بلل راحة يديك بالقليل من الماء. باستخدام شوكة، ضعي بعضًا من الخليط على راحة يدك ثم دحرجي الخليط بين يديك مع تحريك يدك في حركة دائرية. بمجرد الحصول على شكل دائري جميل، قم بلفها بالقليل من جوز الهند وضعها على طبق.,0,"أ)

الشرح:",0,1
722,كيفية تجفيف وتنظيف السكين بشكل صحيح؟,بعد غلي السكين بالماء والصابون، استخدمي منشفة المطبخ ثم قطعة من المناشف الورقية لتجفيف السكين,بعد رفع السكين بالماء والصابون، استخدم منشفة عادية لتجفيف السكين وتلميعه بشكل صحيح,0,"أ

الشرح:
الخيار",0,1
1146,كيف يمكنك خياطة الألواح المنفصلة من القماش معًا لتكوين وشاح يشبه الطبيب الرابع؟,ضع قطعتين من القماش معًا ظهرًا لظهر، ثم ضع الحواف على لوحة الخياطة الخاصة بماكينة الخياطة الخاصة بك، ثم اخفض القدم، واضغط على ضغط القدم بقدمك حتى تنتهي من الغرزة عبر القماش بشكل متعرج غرزة.,ضعي قطعتين من القماش وجهًا لوجه معًا وضعي الحواف على لوحة الخياطة الخاصة بماكينة الخياطة الخاصة بك، ثم اخفضي القدم، واضغطي على ضغط القدم بقدمك حتى تنتهي من الغرزة عبر القماش بشكل متعرج غرزة.,1,"ب

الشرح:
الخ",1,1
1442,سلال,يمكن تخزين كرات القدم,يمكن تخزين الدراجات,0,"أ

الشرح:
سلال",0,1
668,منع الناس من الاقتراب منك في الأماكن العامة.,ارتداء سماعات الرأس.,ارتداء قبعة خضراء.,0,"أ

الشرح:
ارتداء",0,1
1619,طريقة عمل سكوتاش الذرة,تذوب 3 ملاعق كبيرة من الزبدة في مخض الآيس كريم. مقلي 1 فلفل أحمر مقطع، لمدة دقيقتين. أضف 2 1/2 كوب حبات الذرة النيئة، 1 كوب من حبوب ليما المجمدة المذابة، 1/4 كوب ماء، 2 ملعقة صغيرة زعتر مفروم، وملح وفلفل حسب الرغبة. غطاء؛ ينضج لمدة 5 دقائق. ضجة في 2 شرائح البصل الأخضر.,تذوب 3 ملاعق كبيرة من الزبدة في مقلاة. مقلي 1 فلفل أحمر مقطع، لمدة دقيقتين. أضف 2 1/2 كوب حبات الذرة النيئة، 1 كوب من حبوب ليما المجمدة المذابة، 1/4 كوب ماء، 2 ملعقة صغيرة زعتر مفروم، وملح وفلفل حسب الرغبة. غطاء؛ ينضج لمدة 5 دقائق. ضجة في 2 شرائح البصل الأخضر.,1,"أ

الشرح:
الخ",0,0
1385,لضرب مدفأة حجرية للتجديد,استخدم مطرقة وزنها 1 رطل، واضرب الحجر حتى ينهار كل شيء.,استخدم مطرقة ثقيلة وزنها 10 رطل، واضرب الحجر حتى ينهار كل شيء.,1,"ب

الشرح:
الخيار",1,1
1453,كيفية اكتساح الشرفة,ابدأ من أحد جوانب الشرفة وقم بإزالة الغبار والحطام في كومة في المنتصف. افعل الشيء نفسه من الجانب الآخر من الشرفة. عندما يتم جمع كل الحطام في كومة واحدة كبيرة، قم بمسح الكومة في مجرفة وتخلص منها.,ابدأ من أحد جوانب الشرفة وقم بإزالة الغبار والحطام في كومة في المنتصف. افعل الشيء نفسه من الجانب الآخر من الشرفة. عندما يتم جمع كل الحطام في ملف واحد كبير، قم بمسح الكومة في مجرفة وتخلص منها.,0,"أ)

الشرح:",0,1
818,كيف أقوم بترتيب الزهور الطازجة في المزهرية؟,خذ المزهرية الخاصة بك وأضف الماء، ثم خذ باقة الزهور الخاصة بك، واحدة تلو الأخرى، وقم بقص الجزء السفلي من الجذع بزاوية 45 درجة إلى الحجم المناسب للزهرة لتناسب المزهرية ثم ضع كل زهرة في المزهرية مزهرية تعمل بلطف من الخارج إلى الداخل.,خذ مزهريتك وأضف الماء، ثم خذ باقة الزهور الخاصة بك، واحدة تلو الأخرى، وقم بتمزيق الجزء السفلي من الجذع بيديك إلى الحجم المناسب لتناسب الزهرة في المزهرية، وقم باللف والتدوير إذا لزم الأمر، ثم ضع كل زهرة في المزهرية بلطف من الخارج إلى الداخل.,0,"أ)

الشرح:",0,1
169,كيف أضع لعبة في إكس بوكس,ضع اللعبة في الفتحة وادفعها للداخل,ضع الفيلم في الفتحة وادفعه للداخل,0,أ) ضع اللعبة في,0,1
490,بيضاتي على وشك الانتهاء، هل يجب علي رميها؟,الكراك والتجميد في أكياس بلاستيكية.,اخبزي البيض كاملاً في قشرته لمدة ست ساعات، ثم قومي بتجميده.,0,"أ

الشرح:
الخيار",0,1
855,الأكمام,يمكن قصها بالمقص بكل سهولة,يمكن قطعها بالسكين بكل سهولة,0,"أ

الشرح:
الم",0,1
72,كيف يمكنني العثور على شيء فقدته على السجادة؟,ضع ختمًا متينًا على نهاية مكنستك الكهربائية وقم بتشغيله.,ضع شبكة شعر في نهاية المكنسة الكهربائية وقم بتشغيلها.,1,ب) ضع شبكة شعر,1,1
1670,كيف تطفئ شمعة؟,ضع كوبًا محدبًا صغيرًا فوق الجزء العلوي من اللهب لخنقه بدخانه.,ضع كوبًا مقعرًا صغيرًا فوق الجزء العلوي من اللهب لخنقه بدخانه.,1,"أ)

الشرح:",0,0
1628,كيف تتعامل مع الغثيان؟,كل أكثر.,نفض.,1,"ب) نفض.

الش",1,1
465,"تنظيف خاتم الخطوبة,",افركيه فوق الحوض باستخدام اسفنجة.,دعها تنقع في الماء والصابون.,1,"ب

الشرح:
الخيار",1,1
1575,ولتحسين كفاءة المحرك،,استبدل ناقل الحركة في سيارتك كل 20 ألف ميل.,استبدل فلتر هواء سيارتك كل 20 ألف ميل.,1,"ب

الشرح:
است",1,1
1626,تنظيف بلاط المطبخ.,استخدمي نصف شريحة من الخوخ لتنظيف بلاط المطبخ ثم اشطفيه.,استخدمي نصف شريحة من البطاطس لتنظيف بلاط المطبخ ثم اشطفيه.,1,"ب

الشرح:
الخيار",1,1
123,كيف ينمو النبات.,دفن البذور في الرمال وإضافة كوب من الماء يوميا.,دفن البذور في التربة وإضافة كوب من الماء يوميا.,1,"ب

الشرح:
التر",1,1
564,جرة مفتوحة,تأكد من سماع النقرة,اضغط على القاع وتطور,1,ب) اضغط على القاع,1,1
678,هل هناك عطر أو رذاذ معين يمكنني أن أرتديه ورائحته جميلة ويمكن أن يبعد البعوض؟,يكره البعوض رائحة ملابس فيكتوريا سيكريت الداخلية، وفي الواقع، كانت الملابس الداخلية فعالة مثل مادة DEET في طرد البعوض على مدار ساعتين.,يكره البعوض رائحة عطر فيكتوريا سيكريت Bombshell، وفي الواقع، كان العطر فعالاً تقريبًا مثل DEET في صد البعوض على مدار ساعتين.,1,"ب

الشرح:
الخ",1,1
385,منع الحجارة من الانزلاق أثناء الإلتصاق معًا,ثبت الحجارة في مكانها بمجرد لصقها عن طريق وضع شريط الرسام أسفل الحجر، واتركها تجف طوال الليل، ثم قم بإزالة الشريط بلطف باستخدام أصابعك,ثبت الحجارة في مكانها بمجرد لصقها عن طريق وضع شريط الرسام على الحجر، واتركها تجف طوال الليل، ثم قم بإزالة الشريط بلطف باستخدام أصابعك,1,"أ)

الشرح:",0,0
463,تنعش التنفس.,مضغ عود من القرفة.,مضغ على عصا من القش.,0,"أ)

الشرح:",0,1
645,كيفية الاستحمام بشكل صحيح,ادخل إليه، ثم افرك الصابون على جسمك ثم اشطفه,ادخل إليه، ثم افرك الصابون على جسمك بالكامل ثم اخرج,0,"أ

الهدف:
كيفية إ",0,1
