row_idx,question,sol1,sol2,sol3,sol4,gold_label_idx,pred_text,pred_label_idx,correct
831,في عام 2014، تسبب كسر في أنبوب مياه الأمطار في إطلاق آلاف الغالونات من رماد الفحم من محطة كهربائية متقاعدة في نهر. وقع التسرب في منطقة مصب محطات معالجة المياه التي تخدم المجتمعات على طول النهر. يحتوي رماد الفحم على عدة معادن خطرة بما في ذلك الزرنيخ. ما هي مرحلة معالجة المياه الأكثر احتمالاً لإزالة المعادن الخطرة من الماء؟,التهوية,التكتل,التعقيم,التناضح العكسي,1,د) التناضح العك,3,0
640,الأشرطة المدية هي أنظمة بيئية ديناميكية حيث يختلط المياه المالحة والمياه العذبة. عادة ما يحدث ذلك عندما يتدفق الماء العذب من النهر إلى المحيط. متى تتوقع أن تكون تركيز الملح في مياه الخور أدنى قيمة بالقرب من فم النهر؟,عندما يكون تدفق النهر منخفضًا ويكون المد منخفضًا.,عندما يكون تدفق النهر عاليًا ويكون المد منخفضًا.,عندما يكون تدفق النهر منخفضًا ويكون المد عاليًا.,عندما يكون تدفق النهر عاليًا ويكون المد عاليًا.,1,ب) عندما يكون تدفق الن,1,1
51,من الجزيئات الحيوية التالية التي لا تحتوي على رابطة كربون - نيتروجين؟,بروتين,ببتيد,حمض نووي,كربوهيدرات,3,د) كربوهيد,3,1
873,في القرن 17، لتقدير المسافة إلى الكواكب الأخرى، استخدم العلماء أولاً تقنية النظر إلى الكوكب من موقعين مختلفين على سطح الأرض. ما هي الخاصية التي كان يستخدمها العلماء لحساب المسافة من الأرض؟,السطوع الظاهري,الحركة الظاهرية,الحجم,الموقع,3,ب) الحركة الظاهرية,1,0
209,يريد الطالب استخدام التصوير الفوتوغرافي لدراسة عملية تحدث خلال عام واحد. ما هي الإجراءات التي يجب أن يدرسها الطالب؟,تعرض تمثال للتأثيرات السلبية للأمطار الحمضية,تقدم وانحسار الجليد,تغيير لون أوراق الأشجار,زيادة عمق التربة,2,ج) تغيير لون أوراق الأش,2,1
347,ما الذي يستطيع فعله الكاردينال البالغ ولا يستطيع فعله الصغير؟,الطيران,إصدار الضجيج,التنفس في الهواء,النوم,0,"أ) الطيران

الشرح",0,1
166,"الغذاء يتم هضمه إلى المستوى الجزيئي, ويتم امتصاصه ثم يحمل إلى الخلايا. يتم إزالة جزيئات النفايات المذابة التي تنتجها الخلايا بشكل أساسي من الدم عن طريق",الجلد.,الرئتين.,الكليتين.,الأمعاء الكبيرة.,2,ج) الكليتين.,2,1
31,ينتج بعض النباتات ثمارًا مثل التفاح. ما هي وظيفة الثمرة الواحدة؟,حماية البذور,توفير الطعام للبذور,منع تشتيت البذور,تخزين الماء لإنبات البذور,0,أ) حماية البذور,0,1
612,ما هي العبارة التي تصف أفضل وصفًا لعملية التنفس؟,يتم استخدام الأوكسجين والسكر في العملية التي توفر الطاقة للخلايا؛ وتعد الماء وثاني أكسيد الكربون مخلفاتها.,يتم استخدام الماء والسكر في العملية التي توفر الطاقة للخلايا؛ وتعد الأوكسجين وثاني أكسيد الكربون مخلفاتها.,يتم استخدام الأوكسجين وثاني أكسيد الكربون في العملية التي توفر الطاقة للخلايا؛ وتعد السكر والماء مخلفاتها.,يتم استخدام ثاني أكسيد الكربون والسكر في العملية التي توفر الطاقة للخلايا؛ وتعد الماء والأوكسجين مخلفاتها.,0,أ) يتم استخدام الأوكس,0,1
396,كيف تتشابه خلايا النبات والإنسان؟,يمكنهما إنتاج الأوكسجين بمفردهما.,يصنعان طعامهما الخاص من أشعة الشمس.,يمكنهما استقبال المواد الغذائية من خلال جدار الخلية.,يستخدمان الميتوكوندريا لإطلاق الطاقة من السكريات.,3,د) يستخدمون الميت,3,1
321,تتشكل الأعاصير فوق المناطق المتساوية. هذا لأن,تكون حرارة الشمس أعلى بالقرب من خط الاستواء.,مستوى مدار القمر قريب من خط الاستواء.,تتجمع نشاطات البراكين في الأرض حول خط الاستواء.,تقل سرعة دوران سطح الأرض عند خط الاستواء.,0,د) تقل سرعة دوران,3,0
218,ما هي جزء الخلية الوظيفي الموجود في خلايا النبات وغير موجود في خلايا الحيوان؟,النواة,جدار الخلية,السيتوبلازم,غشاء الخلية,1,ب) جدار الخلية,1,1
326,يعتقد بعض الباحثين أن بيتا كاروتين، الموجود في الجزر، قد يساعد البشر على العيش لفترات أطول. قام بعض العلماء بتصميم تجربة حيث سُئل مائة شخص لتناول جرعة مضاعفة من بيتا كاروتين يوميًا لمدة عامين وأُعطي مائة شخص آخر دواء وهمي، وهو حبوب السكر، لنفس المدة الزمنية. بعد مرور عامين، كان العلماء يخططون لجمع البيانات والوصول إلى استنتاج. هذا ليس مثالًا جيدًا على الدراسة العلمية ولم يتم القيام به لأن ,لا يوجد مجموعة ضابطة.,هناك الكثير من المتغيرات.,لا يوجد مجموعة تجريبية.,ليس لديه فرضية يمكن اختبارها.,1,د) ليس لديه فرضية,3,0
1126,يتوقف مقدار الجاذبية بين القمر والرائد الواقف على سطحه على المسافة بين الرائد ومركز القمر و,الارتفاع.,الكتلة.,الشكل.,الوزن.,1,ب) الكتلة.,1,1
828,لدى الكائنات الحية العديد من الطرق للبقاء على قيد الحياة في ظروف الشتاء. ما هو الخيار الذي لا يمثل مثالًا على الكائنات الحية التي اعتادت التكيف للبقاء على قيد الحياة خلال فصل الشتاء البارد؟,تطير الطيور الحمراء من ميشيغان إلى جورجيا في فصل الخريف.,يتغير لون الحرباء ليتناسب مع محيطها.,تنمو شعر الغزلان ذات الذيل الأبيض الطويل الذي هو أجوف من الداخل.,تستقر الأسماك النهرية على قاع البركة وتغطي أنفسها بالطمي,1,د) تستقر الأسماك,3,0
502,تستخدم الأدلة التي يتم الحصول عليها من نشاط التصميم غالبًا لجمع المعلومات حول مشكلة تكنولوجية. يكون نشاط التصميم أكثر صحة إذا,يتضمن العديد من الخطوات.,يتم تسجيله من قِبَل فريق من العلماء.,يشمل تجارب متكررة.,يتم تنفيذه في مختبر.,2,ج) يشمل تجارب مت,2,1
881,ما هي الإجراءات البشرية التي تساعد في المحافظة على الموارد المتجددة؟,بناء محطات الطاقة التي تستخدم الفحم كوقود,تطهير الأراضي لبناء الطرق والمباني,توجيه تصريف الأسمدة إلى البرك,إعادة زراعة الأشجار في المناطق التي تم إزالة الغابات منها,3,د) إعادة زراعة الأشجار,3,1
465,اكتشاف الشعاب المرجانية المتحجرة على اليابسة دليل على أنّ,المياه المالحة تحول الشعاب المرجانية إلى أحافير.,تشكّلت الشعاب في بحيرة عذبة.,ارتفع مستوى سطح البحر مع مرور الوقت.,يمكن للشعاب المرجانية أن تتشكل على اليابسة.,2,ج) ارتفع مستوى سطح البحر,2,1
851,تحدث بعض أعمال التعدين للفحم تحت الأرض ولا تؤثر على الأرض السطحية. كيف يمكن أن يكون التعدين للفحم الذي يحدث تحت الأرض أقل ضرراً للبيئة من التعدين السطحي؟,يزيد التعدين الجوفي للفحم من التلوث.,يقلل التعدين الجوفي للفحم من فقدان الأوساط الحيوية.,يزيد التعدين الجوفي للفحم من نمو الغابات.,يقلل التعدين الجوفي للفحم من أعداد الحيوانات.,1,ب) يقلل التعد,1,1
1129,من بين الخيارات التالية، أيها الأكبر والأصغر ترتيبًا: الأرض، المشتري، القمر، الشمس؟,المشتري، الأرض، الشمس، القمر,الشمس، المشتري، الأرض، القمر,الشمس، المشتري، القمر، الأرض,المشتري، الشمس، الأرض، القمر,1,ب) الشمس، المشتري،,1,1
945,مجموعة صفوف العلوم مقسمة إلى مجموعتين. تلعب المجموعة الأولى موسيقى بصوت عالٍ في غرفة تحتوي على سجاد سميك على السقف والجدران والأرضية. المجموعة الثانية خارج الغرفة ولكنها لا تسمع الموسيقى لأن الصوت كان,امتصته السجادة.,انكسر بواسطة السجادة.,انعكس عن السجادة.,تم تضخيمه بواسطة السجادة.,0,أ) امتصته السج,0,1
968,عندما يسطع الضوء الأبيض على قميص بيتر ، يبدو القميص أزرقاً. لماذا يبدو القميص أزرقاً؟,يمتص كل الضوء الأبيض ويحول معظمه إلى ضوء أزرق.,يعكس الجزء الأزرق من الضوء ويمتص معظم البقية.,يمتص فقط الجزء الأزرق من الضوء.,يصدر ضوءه الأزرق الخاص.,1,ب) يعكس الجزء الأزر,1,1
397,يقوم مهندس بتحليل المناطق التي قد تتسبب فيها الأمطار الغزيرة في فيضانات في المدينة. أي من الخرائط التالية هي الأفضل للاستخدام في هذا التحليل؟,خريطة تظهر مسارات حافلات المدينة,خريطة تظهر مواقع الشوارع,خريطة تظهر مواقع المنازل,خريطة تظهر ارتفاعات الأسطح الأرضية,3,د) خريطة تظهر,3,1
151,تنتقل الطاقة الحرارية من الشمس إلى الأرض بشكل أساسي عن طريق أي من العمليات التالية؟,التوصيل الحراري,الحمل الحراري,التبخر,الإشعاع,3,"د) الإشعاع

الش",3,1
138,ما هي السلوك الذي ربما يكون من الأرجح أن يتعلّمه الراكون؟,صنع مأوى في جوف شجرة,فتح صندوق القمامة بحثًا عن الطعام,تحريك أربعة أرجل أثناء الجري,إنجاب رباعية من الصغار,1,ب) فتح صندوق القمامة,1,1
739,مرض الأنيميا المنجلية هو حالة تؤثر على شكل الخلية الحمراء. يمكن تمثيل الأفراد غير المتأثرين بالطفرة بالنمط الجيني AA. يمكن تمثيل الأفراد المتأثرين بالطفرة بالنمط الجيني SS. يمتلك الأفراد الذين يحملون الطفرة النمط الجيني AS. ما هي أفضل وصف لمرض الأنيميا المنجلية؟,الأليلات المتعددة,السيطرة غير الكاملة,المتنحي النسبي النقي,المتنحي الغالب,1,ج) المتنحي النس,2,0
559,الطيور غير العدوانية المسماة بالنسور البنفسجية تتعشش كل ربيع لوضع البيض. والدوريات هي طيور عدوانية تأكل بيض وصغار النسور البنفسجية. ما الذي من المرجح أن يحدث لكل من التجمعات بعد غزو الدوريات؟,سوف تزيد النسور البنفسجية وتنخفض الدوريات.,سوف تزيد النسور البنفسجية وتزيد الدوريات.,سوف تنخفض النسور البنفسجية والدوريات.,سوف تنخفض النسور البنفسجية وتزيد الدوريات.,3,د) سوف تنخفض النسور,3,1
56,من المحتمل أن تحدث تطورات لنوعين مختلفين ينشئان من سلف مشترك,في غضون ثلاثة أجيال.,على مدى فترة طويلة.,عندما يكون النوع مفرط في تكاثره.,عندما تكون هناك موارد وفيرة.,1,ب) على مدى فترة طويلة.,1,1
0,آنا تحمل مكعب ثلج. لماذا يذوب المكعب في يدها؟,الحرارة تتحرك من يدها إلى المكعب الثلجي.,البرودة تتحرك من يدها إلى المكعب الثلجي.,الحرارة تتحرك من المكعب الثلجي إلى يدها.,البرودة تتحرك من المكعب الثلجي إلى يدها.,0,ج) الحرارة تتحرك,2,0
500,عدة أنواع من الأسماك تعيش في حوض مدرسة. يلاحظ الطلاب أن فتحات الزعانف الخاصة بنوع واحد من الأسماك تتحرك بشكل أسرع من فتحات زعانف الأسماك الأخرى. أي من هذه العبارات هي أفضل فرضية حول هذا اللاحظة؟,الأسماك لديها قلب مكون من غرفتين.,بعض الأسماك أكبر بكثير من الآخرين.,الأسماك بحاجة إلى كميات مختلفة من الأكسجين.,هناك ستة أنواع من الأسماك في الحوض.,2,ج) الأسماك بحاجة,2,1
121,ما هي الطريقة الأكثر أمانًا لمشاهدة كسوف الشمس؟,تحريك الرأس بعيدًا بعد دقيقتين أو ثلاث دقائق.,النظر إلى الشمس من خلال تلسكوب طويل.,إنتاج صورة عن طريق ثقب صغير في ورقة وثم تسويتها على الأرض.,وميض العينين كثيرًا حتى تتعود على الضوء.,2,ج) إنتاج صورة عن طريق ث,2,1
235,يتم نقل الحرارة من جسم إلى آخر. ما هو مثال على نقل الحرارة بالإشعاع؟,تسخين القهوة للكأس,تسخين الهواء الساخن لغرفة,تسخين الشمس للقمر,تسخين طبق ساخن لوعاء زجاجي,2,ج) تسخين الشمس للق,2,1
815,ما هي الإجراءات التي يمكن أخذها لتغيير نقطة انصهار الثلج؟,تسخين الماء قبل تجمده,إضافة ملح إلى الماء قبل تجمده,تغيير كمية الماء الذي يتم تجميده,تغيير حاوية الماء التي سيتم تجميده فيها,1,ب) إضافة ملح إلى الماء,1,1
570,يدرس العالم عملية التنفس الخلوي. يقيس معدل التنفس الخلوي لدى الأشخاص الذين يمارسون نشاطًا مختلفًا. ما النشاط الذي سيزيد من عملية التنفس الخلوي بشكل أكبر؟,النوم,التنفس,تأرجح الحبل,هضم الطعام,2,ج) تأرجح الحبل,2,1
1151,يلاحظ فلكي أن كوكبًا يدور بسرعة أكبر بعد تأثير نيزك. ما هو الأثر الأكثر احتمالًا لهذا الزيادة في الدوران؟,سيتراجع كثافة الكوكب الكوكب.,سيصبح أيام الكوكب أطول بالفترة الزمنية.,ستصبح أيام الكوكب أقصر.,تصبح جاذبية الكوكب أقوى.,2,ج) ستصبح أيام الكوك,2,1
587,ما هي البيانات التي توضح أفضل وصف لأدوار الفوتوسنتز والتنفس في دورة الكربون؟,يضيف التنفس والفوتوسنتيز كلاهما الكربون إلى الغلاف الجوي.,يزيل التنفس والفوتوسنتيز كلاهما الكربون من الغلاف الجوي.,يضيف التنفس الكربون إلى الغلاف الجوي، في حين يزيل الفوتوسنتيز الكربون من الغلاف الجوي.,يضيف الفوتوسنتيز الكربون إلى الغلاف الجوي، في حين يزيل التنفس الكربون من الغلاف الجوي.,2,د) يضيف الفوتوس,3,0
319,ما هي الخصائص الّتي تبقى ثابتةً في الشريط المطاطي عندما يتمدد؟,الشكل,الطول,الكتلة,العرض,2,"ج) الكتلة

الش",2,1
14,يتم تسخين بعض أجزاء الأرض بواسطة الشمس في كل وقت. إذا استوعب الأرض كل الطاقة التي تستقبلها من الشمس، فسوف تتغير الظروف البيئية على الكوكب وسيصبح النظام الإيكولوجي غير قابل للحياة. ما هي الطريقة التي تفقد الأرض بواسطتها الطاقة الواردة من الشمس؟,يمتص المحيط الطاقة.,تعكس السحب الطاقة إلى الفضاء.,تخزن النباتات الطاقة كمواد كيميائية.,يتم تسخين الغلاف الجوي بواسطة الطاقة.,1,ب) تعكس السحب الطاقة,1,1
848,يكتشف المهندس المصمم لجسر التعليق أنه سيحتاج إلى حمل ضعف التحميل الذي تم تقديره في البداية. واحدة من التغييرات التي يجب على المهندس إجراءها على التصميم الأصلي للحفاظ على السلامة هي زيادة,طول الأسلاك في التوتر.,قطر الأسلاك في التوتر.,ارتفاع أبراج الدعم.,طول الجسر.,1,ب) قطر الأسلاك في الت,1,1
613,لماذا يمكن رؤية القمر في بعض الأحيان في النهار وفي الليل؟,القمر يعكس الضوء من الشمس طوال الوقت.,تدور الشمس حول الأرض والقمر كل يوم.,تعكس الأرض الضوء من القمر طوال الوقت.,يدور القمر حول الأرض كل يوم.,0,أ) القمر يعكس الض,0,1
995,خلال تجربة على التنفس الخلوي الهوائي، يحد المستخدم الحيوي من كمية الفوسفور المتاحة للثقافة الخلوية. كيف يمكن أن يؤثر هذا على الخلية؟,سيقلل كمية الطاقة الخلوية.,سيزيد كمية الطاقة الخلوية.,سيزيد إنتاج الجلوكوز.,سيقلل إنتاج الجلوكوز.,0,أ) سيقلل كمية,0,1
760,الوظيفة الرئيسية للمنتج في النظام البيئي هي,امتصاص المعادن من التربة.,تحويل بخار الماء إلى سائل.,صنع السكر من خلال عملية الفوتوسنتيز.,تحليل المواد النباتية والحيوانية الميتة.,2,ج) صنع السكر من خلال,2,1
79,أفضل طريقة لإظهار رد فعل حراري الناتج عن تفاعل تفريغ الطاقة الحرارية هي باستخدام,محرك السيارة.,الثلاجة.,مقلاة الطهي.,قارورة زجاجية.,0,ج) مقلاة الطهي.,2,0
660,يريد بعض الطلاب صنع نموذج يوضح كيف تتناسب حجم القمر مقارنة بحجم الأرض. استخدموا برتقالة لتمثيل القمر. ما هي الفاكهة التي ستمثل الأرض بشكلٍ أفضل؟,الكنتالوب,العنب,الليمون,الكرز,0,أ) الكنتالوب,0,1
26,ما هي الوحدة الأكثر مناسبة للتعبير عن المسافة التي يسافرها طائرة في 2 ساعات؟,متر,كيلومتر,ميليمتر,سنتيمتر,1,"ب) كيلومتر

الش",1,1
115,يتكون الكائن الحي متعدد الخلايا من أربعة أنواع رئيسية من الأنسجة، وتشمل العضلات والظهارية والأعصاب والأنسجة الرابطة. ما هو العضو الذي يتكون في الغالب من الأنسجة العصبية؟,الدماغ,الكبد,الجلد,المعدة,0,"أ) الدماغ

الش",0,1
182,في سباق الأربعاء المطاطية ، سافرت البطة الفائزة مسافة 300 متر في 10 دقائق. ما هي متوسط ​​سرعة البطة؟, 0.5 م/ثانية , 1.0 م/ثانية , 7.5 م/ثانية , 30 م/ثانية ,0,ب)  1.0 م,1,0
766,ما هو الغاز الأكثر وفرة كغاز محتبس للحرارة في الغلاف الجوي السفلي للأرض؟,أوزون,الميثان,بخار الماء,ثاني أكسيد الكربون,2,"ج) بخار الماء

الش",2,1
893,ما هو نوع التحويل الذي يحدث عندما يقوم الطالب بتفجير صفارة؟,كهربائي إلى صوت,ضوء إلى كهربائي,حرارة إلى حركية,حركي إلى صوت,3,د) حركي إلى صوت,3,1
863,ما هو العامل الأكثر تأثيرًا على سرعة الرياح؟,الأمطار,تغطية الغيوم,اتجاه الرياح,الضغط الجوي,3,د) الضغط الجوي,3,1
813,لتحديد ما إذا كان ذراتان هما ذرات نحاس (Cu)، ما الشيء الذي يجب أن يكون متشابهًا بينهما؟,عدد الإلكترونات الخارجية,عدد البروتونات,شحنة الذرة,حجم الذرة,1,ب) عدد البروتونات,1,1
969,يقدم المعلم لطالب سائلاً غير معروف ويريد من الطالب أن يجد نقطة غليان السائل. يقوم الطالب بإجراء التحقيق ويجد أن نقطة غليان السائل هي 50 درجة مئوية ومن ثم يكرر التجربة ويجد أن نقطة غليان السائل هي 70 درجة مئوية. كيف يجب على الطالب تحديد نقطة الغليان بشكل أفضل؟,استخدام النقطة التي تم العثور عليها في المرة الثانية,حساب المتوسط بين الرقمين,استخدام النقطة التي تم العثور عليها في المرة الأولى,كرر التحقيق,3,ب) حساب المتوسط بين الر,1,0
355,ما هو العامل الذي سيحدِّد على الأرجح عدد الفئران الموجودة في منطقة معينة؟,موارد وفيرة,مناخ مستقر,وجود مفترسات أكثر,منافسة أقل,2,ج) وجود مفترسات أكثر,2,1
24,يمكن لبعض النباتات الغير أصلية التكيف مع بيئاتها بسرعة أكبر مما يمكن لبعض النباتات الأصلية أو المحاصيل التكيف بها، فأي تكيف يؤدي على الأرجح إلى تقليل قدرة النبات على البقاء على قيد الحياة؟,امتلاك عدد كبير من البذور,المقاومة للأعشاب الضارة,امتلاك جذور تتطور بسرعة,تشكيل أوراق بمعدل بطيء,3,د) تشكيل أوراق بم,3,1
1017,ما هي العملية التي يمكن حدوثها نتيجة لتقليل طاقة الحرارة للغاز؟,التكاثف,التبخر,الإشعاع,التبخر,0,أ) التكاثف,0,1
376,تم العثور على أشجار النخيل المتحجرة في صخور رسوبية بالقرب من الأنهار الجليدية. وجود أشجار النخيل المتحجرة يوفر على الأرجح دليلًا على العبارة التالية؟,كان هناك ماء أكثر في المنطقة مرة واحدة.,كانت المنطقة مرة مروجا.,كان المناخ في المنطقة مداريًا.,هناك خطوط الأعطال النشطة في المنطقة.,2,ج) كان المناخ في المنطقة,2,1
388,ما هو العمل الجيولوجي الذي أحدث على الأرجح تشكل بركان جبل سانت هيلينز؟,حدود تتقارب,حدود تتباعد,صدوع ناقلة,مناطق تشققات,0,أ) حدود تتقارب,0,1
150,الطاقة الإشعاعية التي تصل إلى الأرض من الشمس هي,موجة واحدة فقط نراها على شكل أصفر.,نطاق ضيق من الموجات فقط والتي تتكون بالكامل من الضوء المرئي.,معظم الموجات طويلة الأمواج التي تتحول إلى طاقة حرارية.,مجموعة من العديد من الموجات ابتداءً من الموجات الطويلة إلى الموجات القصيرة جدًا.,3,د) مجموعة من العديد من الموج,3,1
870,ما هي العبارة التي تصف تأثيرًا إيجابيًا للاكتشاف العلمي؟,إنه يجعل بعض الناس يشعرون بالاضطراب.,يستغرق وقتًا طويلاً حتى يصبح مفيدًا.,إنه يساعد على شرح كيفية عمل الأشياء.,إنه يتسبب في صعوبة المزيد من العمل.,2,ج) إنه يساعد على شرح كيفية,2,1
387,"يشير التوقعات بوجود ""خليط شتوي"" إلى أن البخار في الهواء سيشكل كل من المطر والثلج. ما هي المبدأ الصحيح الموضح بهذا الحدث؟",هناك قليل من الماء في الغلاف الجوي للأرض.,معظم الماء على الأرض يوجد على شكل بخار.,الماء موجود في جميع الحالات الثلاث في الأرض.,يلتمع الماء على الأرض لتشكيل المواد الصلبة بمرور الوقت.,2,ج) الماء موجود في جميع الح,2,1
180,أيُّ من هذه الوَجَبَات سوف تُمَنِّحك معظم العناصر الغذائية التي تحتاجُها؟,"لحم, حليب, وقطعة شوكولاتة","خبز, خضروات, وسمك","خضروات, فواكه, وماء","لحم, سمك, وخبز",1,"ب) خبز, خض",1,1
1127,تتغير سرعة موجة الصوت أثناء سفرها عبر مواد مختلفة. ما هي العامل الذي سيؤثر بشكل أكبر على سرعة موجة الصوت؟,تردد الموجة,طول موجة الصوت,المصدر الذي أنشأ الصوت,المسافة بين الجزيئات في الوسط,3,د) المسافة بين الجزي,3,1
1071,ما هي الجزء الأقل كتلة في الذرة؟,إلكترون,نواة,نيوترون,بروتون,0,"أ) إلكترون

الش",0,1
323,الأرض لها مدار محدد داخل المجموعة الشمسية. هذا المدار هو في الأساس نتيجة ,كتلة الشمس.,حجم القمر.,القوة الجاذبية الناتجة عن الكواكب الأخرى.,المسافة بين الكواكب الأخرى.,0,أ) كتلة الشمس.,0,1
454,يقوم الطالب بتحقيق قانون نيوتن الثاني للحركة عن طريق تغيير القوة المؤثرة على الجسم ومراقبة التسارع الناتج. إذا تم زيادة القوة على الجسم بمقدار أربعة أضعاف، فبمقدار ما سيزيد التسارع؟,مضعفان,أربعة مرات,ثمانية مرات,ستة عشر مرة,1,"ب) أربعة مرات

الش",1,1
457,ماذا يحدث عندما يكتسب الذرة إلكترونًا؟,تفقد الذرة بروتونًا.,تجذب الذرة إلكترونات إضافية.,تزيد الذرة في الكتلة الذرية.,تصبح الذرة سالبة الشحنة.,3,د) تصبح الذرة سال,3,1
1026,لدى أشجار التفاح والدجاج دورة حياة. أي مرحلة من دورة الحياة متواجدة في كل من بذرة تفاحة وبيضة مخصبة؟,شازير,جنين,أجنة,كبار,2,"ب) جنين

الشرح",1,0
381,ساندي يجري تحقيقا لمعرفة ما هو الطعام الذي يحبه كلبه بشكلٍ أفضل. ما هو المتغير الذي تم التحكم فيه في تحقيقه؟,لون طبق الطعام الذي يأكل منه الكلب,نوع الطعام الذي يعطيه لكلبه,كمية الطعام التي يعطيها لكلبه,وقت اليوم الذي يطعم كلبه فيه,1,ب) نوع الطعام الذي يعط,1,1
894,من بين الكوارث الطبيعية التالية، ما هي الأكثر احتمالاً في أن تؤدي إلى ممر ضيق من الدمار خلال الغابة؟,فيضان,إعصار,إعصار,زلزال,1,"ج) إعصار

الش",2,0
41,ما هي الخاصية التي ستؤثر بشكل أكبر على تسارع الجسم؟,الكتلة,السرعة,النسيج,الحجم,0,"أ) الكتلة

الش",0,1
1070,مجموعة من الطلاب يقومون بتجربة لمعرفة ما إذا كانت الألوان المختلفة للضوء تؤثر على عدد الزهور التي ينتجها النبات. يقدم لهم معلمهم بذورًا وأواني وتربة وماء وثلاثة مصابيح ضوئية من ألوان مختلفة. يقرر الطلاب تقسيم المواد بالتساوي. ما الذي يجب أن يختلف في كل مجموعة من النباتات؟,نوع التربة التي يستخدمونها,كمية الماء التي يستخدمونها,لون الأواني التي يستخدمونها,لون المصباح الضوئي الذي يستخدمونه,3,د) لون المصباح الض,3,1
1119,ما هو أفضل مثال لعملية تغيير مفاجئ على سطح الأرض؟,الإنهيارات الأرضية التي تحرك الصخور الفضفاضة نحو الأسفل,ترسيب الرواسب على قاع البحر,تشكل دلتا عند فوهة الأنهار,بناء الجبال,0,أ) الإنهيارات الأرضية,0,1
213,متى يمكن للطالب أن يبدأ تجربة آمنة في مختبر العلوم؟,بمجرد قراءة التعليمات,بعد التحقق من معدات المختبر الخاصة بك,بعد أن يخبرك المعلم ببدء التجربة,بعد أن يقوم المعلم بقراءة التعليمات,2,ج) بعد أن يخبرك,2,1
576,تستخدم أريانا البالونات للتحقق من الكهرباء الساكنة. ما هو الأفضل من بين ما يلي لشرح ما سيحدث عندما تضع بالونتين مشحونتين إيجابيا بالقرب من بعضهما؟,ستنفصل البالونات عن بعضها البعض.,سيفقد أحد البالونات شحنته.,ستلتصق البالونات ببعضها.,سيحصل أحد البالونات على شحنة سالبة.,0,أ) ستنفصل البال,0,1
105,يتم استخدام جهاز كاشف أول أكسيد الكربون في المنازل لـ,تنبيه السكان إلى إمكانية وجود حريق,تحذير السكان عند وجود غاز خطير,إعلام الأشخاص أنه حان الوقت لفحص جهاز كاشف الدخان,نصح الناس بزيادة درجة الحرارة في المنزل,1,ب) تحذير السكان عند,1,1
1004,الباحث يلاحظ هياكل محشوة بالغشاء في الخلية. بناءً على هذا الملاحظة، يمكن للباحث الاستنتاج بأن الخلية مصنفة على أنها,بكتيريا.,فيروس.,بروكاريوت.,يوكاريوت.,3,د) يوكاريوت.,3,1
751,ما هو المركب؟,النيتروجين (N_{2}),النيون (Ne),الأوزون (O_{3}),الأمونيا (NH_{3}),3,ج) الأوزون (O,2,0
667,وضعت أليسيا بيروكسيد الهيدروجين والخميرة في كوب ورقي. شعرت الكوب الورقي بالحرارة، واستنتجت أن حدث تفاعلًا أدى إلى إطلاق حرارة. ماذا يمكن لأليسيا القيام به للحصول على استنتاج أكثر دقة؟,استخدام كوب معزول بدلاً من الكوب الورقي,تغيير كمية بيروكسيد الهيدروجين المستخدمة,التقاط صورة للكوب بعد حدوث التفاعل,استخدام ميزان حرارة لقياس التغيير في درجة الحرارة,3,د) استخدام ميزان ح,3,1
738,يحتاج مايكل لكتابة ورقة علمية حول تشكيل خلايا الدم الحمراء. بالإضافة إلى الجهاز الدوراني، ما هو الجهاز الآخر في الجسم الذي يجب أن يبحث فيه للعثور على معلومات عن تكوين خلايا الدم الحمراء؟,الجهاز الهيكلي,الجهاز المناعي,الجهاز الهرموني,الجهاز التناسلي,0,ج) الجهاز الهرموني,2,0
677,في أي نشاط يجب على الطالب ارتداء مشربة أو سترة مختبر؟,تكسير جيود,ضبط المجهر,رش المياه على النباتات,إضافة الملح إلى الماء المغلي,3,"ب) ضبط المجهر

الش",1,0
442,ذرة القصدير لديها عدد ذري يساوي 50 وعدد كتلة يساوي 119. كم عدد البروتونات والإلكترونات والنيوترونات الموجودة في ذرة القصدير الخاملة؟,50 بروتونًا و 69 إلكترونًا و 50 نيوترونًا,50 بروتونًا و 50 إلكترونًا و 69 نيوترونًا,69 بروتونًا و 50 إلكترونًا و 69 نيوترونًا,69 بروتونًا و 69 إلكترونًا و 50 نيوترونًا,1,ب) 50 بروتون,1,1
211,البوميس يتكون عندما ينفجر الماغما من البركان ويبرد بسرعة. البوميس هو الصخرة الوحيدة التي ستطفو لأن البوميس,هو معدن صلب.,كان في السابق سائلًا.,هو صخرة نارية.,يحتوي على جيوب هوائية.,3,د) يحتوي على جيوب,3,1
1102,وفقًا للجدول الدوري، أي عمود يوجد الأرجون فيه؟,1 (1A),2 (2A),16 (6A),18 (8A),3,د) 18 (8,3,1
55,فراشة ميامي بلو هي نوع مهدد بالانقراض في جنوب فلوريدا. ما هو العامل الذي ربما تسبب في انخفاض عدد هذه الفراشات؟,زيادة عدد الحدائق,انخفاض كمية مياه البحر,زيادة عدد المنازل المبنية,انخفاض عدد المفترسات,2,ج) زيادة عدد المنازل المب,2,1
