row_idx,question,passage,gold_answer_bool,pred_text,pred_answer_bool,correct
1294,هل تتصل البحيرات الكبرى بالمحيط؟,"يسمح الممر المائي، جنبًا إلى جنب مع طريق سانت لورانس البحري، لكل من السفن العابرة للمحيطات وسفن شحن الخام والفحم الحاملة للبحيرات بالسفر من منفذ المياه المالحة للنظام إلى المناطق الداخلية البعيدة. يحتوي الممر المائي على أقفال أكبر وتيارات أعمق من الممر البحري السفلي، مما يحد من تواجد سفن الشحن الكبيرة في البحيرات الأربع عند منبع قناة ويلاند وبحيرة أونتاريو، ويقيد بالمثل مرور السفن المحيطية الأكبر حجمًا خارج القناة. غالبًا ما يُشار إلى الممرين المائيين بشكل مشترك وببساطة باسم ""St. طريق لورانس البحري، حيث أن البحيرات العظمى، إلى جانب نهر سانت لورانس، تشكل جسمًا واحدًا صالحًا للملاحة من المياه العذبة التي تربط المحيط الأطلسي بالداخل القاري.",1,نعم.,1,1
2183,هل لدينا قواعد عسكرية في السعودية؟,في عام 2003، سحبت الولايات المتحدة ما تبقى من قوات غير تدريبية أو دعم لشراء الأسلحة من المملكة العربية السعودية، مع بقاء 200 من أفراد الدعم هؤلاء، في المقام الأول في قرية الإسكان، وهي قاعدة مملوكة للحكومة السعودية نفسها، لدعم الولايات المتحدة. بعثة التدريب العسكري (USMTM) في المملكة العربية السعودية والمكتب الأمريكي لإدارة البرامج للحرس الوطني السعودي (OPM-SANG).,0,نعم.,1,0
2156,هو 1.5 أوقية من الخمور مشروب قياسي,على سبيل المثال، في الولايات المتحدة، يحتوي المشروب القياسي على حوالي 14 جرامًا من الكحول. يتوافق هذا مع كوب من البيرة سعة 12 أونصة سائلة (350 مل)، أو كوب من 5 أونصة سائلة (150 مل) من النبيذ بنسبة 12٪، أو 1.5 أونصة سائلة أمريكية (44 مل) زجاج الروح.,1,نعم.,1,1
1231,هل يمكنك الحصول على تذكرة للمشي,"يعتبر المشي لمسافات طويلة مخالفة، ولكن في بعض الولايات القضائية، يعد جنحة أو يتطلب المثول أمام المحكمة. العقوبة عادة ما تكون غرامة. في بعض المدن (مثل مدينة نيويورك وشيكاغو وبوسطن)، على الرغم من حظر سلوك ""المشي المخالف"" إلا أنه أصبح شائعًا جدًا لدرجة أن الشرطة بشكل عام تستشهد أو تحتجز المخالفين فقط إذا كان سلوكهم يعتبر خطيرًا للغاية أو مزعجًا، مثل النفاد أمام مركبة متحركة، أو العبور بعد أن يكون الضوء على وشك التغيير للسماح بمواصلة حركة المرور. تختلف عقوبات المخالفة حسب الولاية، وداخل الولاية، قد تختلف حسب المقاطعة أو البلدية. في تيمبي، أريزونا، اعتبارًا من يونيو 2006، فرضت غرامات السير على الطرق الوعرة تصل إلى 118 دولارًا أمريكيًا؛ وجدت عينة من المدن الأمريكية الأخرى غرامات تتراوح من 1 دولار أمريكي إلى 1000 دولار أمريكي.",1,نعم.,1,1
1191,هي طماطم روما مثل طماطم البرقوق,طماطم روما أو روما هي طماطم برقوقية تستخدم بشكل شائع في تعليب وإنتاج معجون الطماطم بسبب طبيعتها النحيلة والثابتة. توجد طماطم روما بشكل شائع في محلات السوبر ماركت في بعض البلدان، وتُعرف أيضًا باسم الطماطم الإيطالية أو طماطم البرقوق الإيطالية.,1,نعم.,1,1
2842,هل فيلم بابا الطفلة الصغيرة قصة حقيقية؟,تايلر بيري فتيات أبي الصغيرات هو فيلم درامي كوميدي رومانسي أمريكي لعام 2007 من تأليف وإخراج تايلر بيري وإنتاج بيري وروبن كانون. من بطولة غابرييل يونيون وإدريس إلبا. تم إصدار الفيلم في 14 فبراير 2007 بواسطة Lions Gate Entertainment. هذا هو واحد من ثلاثة أفلام فقط أخرجها بيري ولم يظهر فيها (الاثنان الآخران هما For Colored Girls و Temptation: Confessions of a Marriage Counselor) بالإضافة إلى أول أفلام بيري التي لا تعتمد على أي من أفلام المخرج. المسرحيات.,0,لا.,0,1
2019,لديها مخرجة فازت بجائزة الأوسكار,منذ إنشائها، تم منح الجائزة إلى 69 مخرجًا أو فريق إخراج. حصل جون فورد على أكبر عدد من الجوائز في هذه الفئة بأربع جوائز. تم ترشيح ويليام ويلر في اثنتي عشرة مناسبة، أكثر من أي فرد آخر. أصبح داميان شازيل أصغر مخرج في التاريخ يحصل على هذه الجائزة، عن عمر يناهز 32 عامًا، عن عمله في فيلم La La Land. تقاسم الجائزة فريقان من المخرجين؛ روبرت وايز وجيروم روبينز عن فيلم West Side Story عام 1961 وجويل وإيثان كوين عن فيلم No Country for Old Men عام 2007. الأخوان كوين هما الأشقاء الوحيدون الذين فازوا بالجائزة. كاثرين بيجلو هي المرأة الوحيدة التي فازت بالجائزة عام 2009 عن فيلم The Hurt Locker. اعتبارًا من حفل 2018، أصبح غييرمو ديل تورو هو الفائز الأحدث في هذه الفئة عن عمله في شكل الماء.,1,نعم,1,1
1364,هل إيطاليا في نهائيات كأس العالم 2018,تأهل متصدر المجموعة، إسبانيا، مباشرة إلى كأس العالم 2018. تأهلت وصيفة المجموعة، إيطاليا، إلى التصفيات كواحدة من أفضل 8 وصيفين، حيث خسرت أمام السويد وبالتالي فشلت في التأهل لأول مرة منذ عام 1958.,0,لا.,0,1
2715,هل كتب جورج آر آر مارتن أمطار الكاستامير؟,"""أمطار كاستامير"" هي أغنية تظهر في روايات أغنية الجليد والنار وفي المسلسل التلفزيوني المقتبس لعبة العروش. كلمات الأغنية كتبها جورج آر آر مارتن في الرواية الأصلية، ولحنها رامين جوادي في عام 2011، بناءً على طلب مؤلفي المسلسل ديفيد بينيوف ودي.بي. فايس. تظهر الأغنية عدة مرات في الكتب والعرض.",1,نعم.,1,1
1924,هو الفرق في المئة نفس التغيير في المئة,"في أي علم كمي، يتم استخدام مصطلحي التغير النسبي والفرق النسبي لمقارنة كميتين مع الأخذ في الاعتبار ""أحجام"" الأشياء التي تتم مقارنتها. يتم التعبير عن المقارنة كنسبة وهي رقم بدون وحدة. من خلال ضرب هذه النسب في 100، يمكن التعبير عنها كنسب مئوية، لذلك يتم أيضًا استخدام مصطلحات النسبة المئوية للتغير، أو فرق النسبة المئوية (العمر)، أو فرق النسبة المئوية النسبية. يعتمد التمييز بين ""التغيير"" و""الفرق"" على ما إذا كانت إحدى الكميات التي تتم مقارنتها تعتبر معيارًا أو مرجعًا أو قيمة ابتدائية أم لا. وعندما يحدث ذلك، يُستخدم مصطلح التغير النسبي (فيما يتعلق بالقيمة المرجعية) وإلا يُفضل مصطلح الفرق النسبي. غالبًا ما يستخدم الفرق النسبي كمؤشر كمي لضمان الجودة ومراقبة الجودة للقياسات المتكررة حيث من المتوقع أن تكون النتائج هي نفسها. تحدث حالة خاصة من تغير النسبة المئوية (التغير النسبي الذي يتم التعبير عنه كنسبة مئوية) تسمى خطأ النسبة المئوية في حالات القياس حيث تكون القيمة المرجعية هي القيمة المقبولة أو الفعلية (ربما يتم تحديدها نظريًا) ويتم تحديد القيمة التي تتم مقارنتها بها تجريبيًا (عن طريق القياس). .",0,نعم.,1,0
1911,هل جونسون وويلز مدرسة ربحية؟,"جامعة جونسون وويلز (JWU) هي جامعة أمريكية خاصة غير ربحية للتعليم المختلط وموجهة نحو الحياة المهنية ولديها حرمين جامعيين رئيسيين وثلاثة فروع منتشرة في جميع أنحاء الولايات المتحدة. تعد بروفيدنس، رود آيلاند، موطنًا للحرم الجامعي الأول والأكبر والرئيسي لجامعة JWU. تأسست كمدرسة إدارة أعمال في عام 1914 على يد جيرترود جونسون وماري تي ويلز، وتضم حاليًا 15,063 طالبًا مسجلين في برامج الأعمال والفنون والعلوم وفنون الطهي والتعليم والهندسة وإدارة الخيول والضيافة وبرامج تكنولوجيا الهندسة عبر حرمها الجامعي .",0,لا.,0,1
1007,هل شاركت أستراليا في كأس العالم من قبل؟,ال منتخب أستراليا لكرة القدم، الملقب بـ Socceroos، مثل أستراليا في نهائيات كأس العالم لكرة القدم في خمس مناسبات: في 1974، 2006، 2010، 2014 و 2018.,1,نعم.,1,1
1744,كندا عضو في مجلس الأمن التابع للأمم المتحدة,"لقد عملت كندا في مجلس الأمن التابع للأمم المتحدة لمدة 12 عامًا، مما يجعلها ضمن العشرة الأوائل من الأعضاء غير الدائمين. اعتبارًا من عام 2015، تتقاسم المركز الرابع في قائمة الأعضاء غير الدائمين العاملين في المجلس مع إيطاليا. وهذا يضع كندا خلف البرازيل واليابان (المركز الأول)، والأرجنتين (المركز الثاني)، وكولومبيا والهند وباكستان (المركز الثالث). تم انتخاب كندا للفترات الست التالية: 1948-1949، 1958-1959، 1967-1968، 1977-1978، 1989-1990، و1999-2000 - مرة واحدة كل عقد. وفي عام 2010، خسرت محاولتها للحصول على مقعد في انتخابات مجلس الأمن لعام 2010 أمام ألمانيا والبرتغال، مما يمثل أول فشل للبلاد في الفوز بمقعد في مجلس الأمن التابع للأمم المتحدة. في أغسطس 2016، أعلن رئيس الوزراء جوستين ترودو أن كندا ستسعى للعودة إلى المجلس في عام 2021. وفي هذا الإعلان، أشار ترودو إلى ""لعب دور إيجابي وبناء في العالم"" وادعى أن الأمم المتحدة ""منظمة"" ""المنتدى الرئيسي لمتابعة أهداف كندا الدولية - بما في ذلك تعزيز الديمقراطية، والحكم الشامل، وحقوق الإنسان، والتنمية، والسلام والأمن الدوليين"".",0,نعم,1,0
3083,هل يمكنك الحصول على الظربان كحيوان أليف؟,على الرغم من قدرتها على العيش داخل المنزل مع البشر بشكل مشابه للقطط أو الكلاب، إلا أن الظربان الأليفة نادرة نسبيًا، ويرجع ذلك جزئيًا إلى القوانين المقيدة وتعقيد رعايتها. يتم الاحتفاظ بالظربان الأليفة بشكل رئيسي في الولايات المتحدة وكندا وألمانيا وهولندا وبولندا وإيطاليا.,1,نعم.,1,1
1461,هل هناك حفل افتتاح لكأس العالم؟,أقيم حفل الافتتاح يوم الخميس 14 يونيو 2018، على ملعب لوجنيكي في موسكو، قبل المباراة الافتتاحية للبطولة بين الدولة المضيفة روسيا والمملكة العربية السعودية.,1,نعم.,1,1
1577,هل هناك أكثر من فيلم كنز وطني؟,الكنز الوطني هي سلسلة من أفلام المغامرات السياسية والمسرحية الغامضة من إنتاج جيري بروكهايمر وبطولة نيكولاس كيج في دور بنجامين جيتس، صائد الكنوز الذي يقوم بمساعدة والده باتريك هنري جيتس (جون فويت) وصديقته أبيجيل تشيس (ديان) كروجر) وصديقه المخلص رايلي بول (جاستن بارثا)، يكشفان عن كنوز وأسرار مخفية من تاريخ الولايات المتحدة. تم توزيع الأفلام بواسطة استوديوهات والت ديزني موشن بيكتشرز. هناك أيضًا سلسلة من الروايات التي تتحدث بالتفصيل عن أسلاف بن جيتس، وجميعها كتبها كاثرين هابكا.,1,نعم.,1,1
2630,هل الحمص وحبوب الحمص نفس الشيء,الحمص أو الحمص (Cicer arietinum) هو أحد البقوليات من عائلة Fabaceae، فصيلة فرعية Faboideae. تُعرف أنواعها المختلفة باسم الجرام أو الجرام البنغالي، أو الحمص أو الحمص، والبازلاء المصرية. بذور الحمص تحتوي على نسبة عالية من البروتين. وهي واحدة من أقدم البقوليات المزروعة، وقد تم العثور على بقايا عمرها 7500 عام في الشرق الأوسط.,1,نعم.,1,1
1356,فالرأي والحديث نفس العرض,في نوفمبر 2008، حصد البث التلفزيوني للبرنامج بعد يوم الانتخابات أكبر عدد من المشاهدين في تاريخ العرض حيث بلغ إجمالي عدد المشاهدين 6.2 مليون مشاهد، ليصبح البرنامج الأكثر مشاهدة في الأسبوع على التلفزيون النهاري. تم تجاوزه في 29 يوليو 2010، حيث ظهر الرئيس السابق باراك أوباما لأول مرة كضيف في برنامج The View الذي حصد إجمالي 6.6 مليون مشاهد. في عام 2013، أفادت التقارير أن البرنامج بلغ متوسط ​​عدد مشاهديه 3.1 مليون مشاهد يوميًا، وهو ما تجاوز البرنامج الحواري المنافس The Talk.,0,نعم.,1,0
1905,هل يتعين على لاعبي كرة القدم في الكلية الدخول في المسودة؟,يمكن للاعبي كرة القدم الجامعية الذين يفكرون في الانضمام إلى مسودة اتحاد كرة القدم الأميركي ولكنهم ما زالوا يتمتعون بالأهلية للعب كرة القدم طلب رأي خبير من المجلس الاستشاري للمسودة الذي أنشأه اتحاد كرة القدم الأميركي. يقوم المجلس، المؤلف من خبراء الكشافة والمديرين التنفيذيين للفريق، بالتنبؤ بالجولة المحتملة التي سيتم فيها تجنيد اللاعب. هذه المعلومات، التي ثبت أنها دقيقة إلى حد ما، يمكن أن تساعد لاعبي الكلية على تحديد ما إذا كانوا سيدخلون المسودة أو يواصلون اللعب والتحسين على مستوى الكلية. هناك أيضًا العديد من الكشافة المشهورين مثل ميل كيبر جونيور.,0,لا.,0,1
547,هي المحطة بناء على قصة حقيقية,مهران كريمي ناصري (مهران کریمی ناصری يُنطق (mehˈrɒn kjæriˈmi nɒseˈri)؛ من مواليد 1942)، المعروف أيضًا باسم السير ألفريد مهران، هو لاجئ إيراني عاش في صالة المغادرة في المبنى رقم واحد في مطار شارل ديغول من 26 أغسطس 1988 حتى يوليو. عام 2006، عندما دخل المستشفى بسبب مرض غير محدد. نُشرت سيرته الذاتية في كتاب بعنوان The Terminal Man في عام 2004. وكانت قصته مصدر إلهام لفيلم The Terminal لعام 2004 لستيفن سبيلبرج.,1,نعم,1,1
2451,هل كان هناك أي وقت مضى زلزال في ولاية تينيسي,اقتصرت الأضرار على إلينوي وإنديانا وكنتاكي وتينيسي وجنوب وسط أيوا، وتألفت إلى حد كبير من المداخن المتساقطة، وشقوق الأساس، والحواجز المنهارة، وشواهد القبور المقلوبة. وفي أحد المنازل في ديل بولاية إلينوي، بالقرب من تاكرز كورنرز وجنوب غرب ماكلينسبورو، أدى الزلزال إلى تشقق الجدران الداخلية والجص والمداخن. باستخدام نوع من دراسة الضحايا، قام مكتب البريد المحلي باستقصاء السكان وتنفيذ فحص ميداني أشار إلى أن أقوى هزة (MM VII) حدثت في وادي واباش، وادي أوهايو، وغيرها من الأراضي المنخفضة القريبة من جنوب وسط إلينوي. خارج هذه المنطقة المكونة من أربع ولايات، تم إبلاغ السلطات بالأجسام المتأرجحة بما في ذلك السيارات والمداخن وقوس البوابة.,1,نعم.,1,1
677,هل من الآمن غسل فم طفلك بالصابون؟,ولا يزال لهذه العقوبة مناصرون حتى يومنا هذا، على الرغم من أن استخدامها قد تراجع بشكل كبير في السنوات الأخيرة لصالح أساليب تأديبية لا تعتبر عنيفة أو مهينة. بالإضافة إلى ذلك، يمكن أن يكون لتناول الصابون والمنظفات عواقب صحية خطيرة محتملة، وقد يواجه الأشخاص الذين يستخدمون هذا النوع من العقاب عقوبات قانونية.,0,لا.,0,1
2655,حق الإقامة هو نفس حق الإذن بالبقاء إلى أجل غير مسمى,الشخص الذي لديه تصريح بالبقاء إلى أجل غير مسمى، أو حق الإقامة أو الجنسية الأيرلندية قد استقر وضعه إذا كان مقيمًا في المملكة المتحدة (يتمتع جميع المواطنين البريطانيين الكاملين بحق الإقامة).,1,نعم,1,1
724,هل سيكون هناك تكملة لحرب المنتقمون اللانهاية,فيلم المنتقمون بدون عنوان، ويشار إليه بالعامية باسم المنتقمون 4، هو فيلم بطل خارق أمريكي قادم يعتمد على فريق الأبطال الخارقين في Marvel Comics المنتقمون، من إنتاج استوديوهات مارفل وتوزيع استوديوهات والت ديزني موشن بيكتشرز. من المفترض أن يكون تكملة مباشرة لفيلم Avengers: Infinity War لعام 2018، بالإضافة إلى تكملة لفيلم Marvel's The Avengers لعام 2012 و2015 Avengers: Age of Ultron والفيلم الثاني والعشرون في Marvel Cinematic Universe (MCU). الفيلم من إخراج أنتوني وجو روسو، مع سيناريو فريق الكتابة المكون من كريستوفر ماركوس وستيفن ماكفيلي، ويضم طاقم عمل يضم العديد من الممثلين من أفلام MCU السابقة.,1,نعم,1,1
1575,هل اجتاحت السلتكس الثيران؟,قدم لاعب السنة الثانية مايكل جوردان أداءً قياسيًا في المباراة الثانية من سلسلة الجولة الأولى لفريق بولز ضد سيلتيكس، حيث سجل 63 نقطة في خسارة 2-OT، وهو ما تجاوز أداء إلجين بايلور البالغ 61 نقطة من الدوري الاميركي للمحترفين عام 1962. نهائيات ولا يزال قائما باعتباره سجل التهديف في الدوري الاميركي للمحترفين. بلغ متوسط ​​​​جوردان 43.7 نقطة لكل مباراة في السلسلة، لكنه لم يتمكن من منع فريق سلتكس الأكثر خبرة وموهبة من اجتياح فريق بولز. وضع فريق The Bulls علامة مشكوك فيها من خلال تسجيل ثاني أسوأ سجل لفريق مؤهل إلى التصفيات في التاريخ، حيث سجل 30-52 فقط خلال الموسم. تم تصنيف اللعبة 2، حيث تم تسجيل الرقم القياسي، من قبل دليل التلفاز على أنها اللحظة السادسة والعشرون التي لا تنسى في تاريخ التلفزيون، ويُنسب إليها الفضل في تعزيز زيادة شعبية الدوري الاميركي للمحترفين والارتفاع النهائي إلى ما يقرب من قمة سوق الرياضات التلفزيونية في الولايات المتحدة، متخلفًا فقط كرة القدم بحلول منتصف التسعينيات.,1,نعم.,1,1
419,هي كعكة الشوكولاتة الحمراء المخملية ذات الصبغة الحمراء,كعكة المخمل الأحمر هي تقليديا عبارة عن كعكة من طبقة الشوكولاتة ذات اللون الأحمر أو البني الأحمر أو الماهوجني أو المارون أو القرمزي أو القرمزي، مع طبقات من الجبن الكريمي الأبيض أو كريمة القاقم. يتم تقديم الكعكة عادة في عيد الميلاد أو عيد الحب. كعكة المخملية الحمراء الحديثة الشائعة مصنوعة من صبغة حمراء. كان اللون الأحمر في الأصل بسبب الكاكاو غير الهولندي الغني بالأنثوسيانين.,1,نعم.,1,1
1232,هل تظل درجة الحرارة ثابتة في عملية ثابتة الحرارة؟,من أجل التمدد الحر للغاز المثالي، يتم احتواء الغاز في حاوية معزولة ثم يسمح له بالتمدد في الفراغ. نظرًا لعدم وجود ضغط خارجي يتمدد الغاز ضده، يكون الشغل المبذول بواسطة النظام أو عليه صفرًا. وبما أن هذه العملية لا تنطوي على أي نقل للحرارة أو شغل، فإن القانون الأول للديناميكا الحرارية يعني أن صافي تغير الطاقة الداخلية للنظام يساوي صفرًا. بالنسبة للغاز المثالي، تظل درجة الحرارة ثابتة لأن الطاقة الداخلية تعتمد فقط على درجة الحرارة في هذه الحالة. وبما أنه عند درجة حرارة ثابتة، فإن الإنتروبيا تتناسب مع الحجم، وتزداد الإنتروبيا في هذه الحالة، وبالتالي فإن هذه العملية لا رجعة فيها.,1,نعم.,1,1
1022,هو منشئ قرض الرهن العقاري مثل ضابط القرض,"موظفو القروض، الذين يشار إليهم أيضًا باسم ""منشئو القروض العقارية""، هم الأشخاص الذين يعملون في البنوك والمؤسسات المالية الأخرى بهدف رئيسي هو التوصية بطلبات القروض الفردية والتجارية للموافقة عليها والمشاركة في الواجهة الأمامية لعملية إنشاء الرهن العقاري. موظفو القروض متخصصون في القروض التجارية والاستهلاكية والرهن العقاري.",1,نعم.,1,1
2934,هل ترتدي كل مدرسة في المملكة المتحدة الزي الرسمي؟,على الرغم من أن الزي المدرسي شائع في المملكة المتحدة، إلا أنه لا يوجد تشريع يفرضه في أي من الولايات القضائية القانونية الثلاث المنفصلة في إنجلترا وويلز واسكتلندا وأيرلندا الشمالية، ويكون تطبيق سياسة الزي المدرسي وقواعد اللباس عمومًا على عاتق المدارس الفردية. يحدد. ومع ذلك، يتعين على المدارس أن تأخذ في الاعتبار تشريعات المساواة في سياسات اللباس لمنع التمييز على أساس مثل العمر أو الجنس أو العرق أو الإعاقة أو الدين أو المعتقد والتوجه الجنسي. يجب أن تكون تكلفة الزي المدرسي متماثلة لكل من الأولاد والبنات، وأن تكون منخفضة التكلفة إلى حد معقول، وأن تتسامح مع الحريات الدينية، على سبيل المثال. السماح للذكور السيخ بارتداء العمائم وللمسلمات بارتداء الحجاب. من أجل ضمان أن تكون السياسات عادلة وغير تمييزية، من المتوقع أن تقوم المدارس بالتشاور على نطاق واسع مع الموظفين والتلاميذ وأولياء الأمور والمحافظين عند تقديم أو تعديل سياسات اللباس.,0,لا.,0,1
1246,غرب تكساس إيه آند إم جزء من تكساس إيه آند إم,"جامعة غرب تكساس إيه آند إم، والمعروفة أيضًا باسم WTAMU، WT، وولاية غرب تكساس سابقًا، وهي جزء من نظام جامعة تكساس إيه آند إم، هي جامعة عامة تقع في كانيون، تكساس، وهي مدينة يبلغ عدد سكانها 13303 نسمة، وتقع على بعد حوالي 13 ميلًا جنوب أماريلو، وهي مدينة 190,695. الجامعة جزء من منطقة أماريلو الحضرية التي يبلغ عدد سكانها 268893 نسمة. تأسست جامعة West Texas A&M في 20 سبتمبر 1910، وكانت تُعرف في الأصل باسم كلية ولاية غرب تكساس العادية. بدأت الجامعة كواحدة من كليات المعلمين السبع التي تمولها الدولة في تكساس.",1,نعم,1,1
2404,هل يمكنك تحريك الملك إلى الخلف في لعبة الشطرنج؟,يمكن للملك تحريك مربع واحد في أي اتجاه (أفقيًا أو رأسيًا أو قطريًا) ما لم يكن المربع مشغولًا بالفعل بقطعة صديقة أو أن هذه الخطوة ستضع الملك تحت المراقبة. نتيجة لذلك، قد لا يحتل الملوك المنافسون أبدًا المربعات المجاورة (انظر المعارضة)، لكن يمكن للملك أن يعطي شيكًا مكتشفًا عن طريق كشف الأسقف أو الرخ أو الملكة. ويشارك الملك أيضًا في حركة التبييت الخاصة.,1,لا.,0,0
2092,هل يمكنك الاتصال بالشرطة بدون بطاقة sim؟,"بسبب الاتصال بحلقة قطع الاتصال، تم تكريس الاهتمام لجعل الأرقام صعبة الاتصال عن طريق الخطأ عن طريق جعلها تتضمن تسلسلات طويلة من النبضات، كما هو الحال مع رقم الطوارئ 999 في المملكة المتحدة. ومع ذلك، فإن السبب الحقيقي لاختيار ""999"" هو عدم إمكانية استخدام ""000"" و""111"" المفضلين: يمكن أن يتم الاتصال بـ ""111"" عن طريق الخطأ عندما تكون خطوط الهاتف قريبة جدًا القرب من بعضها البعض، وكان ``0'' قيد الاستخدام بالفعل من قبل المشغل. حتى أن المشتركين، كما كانوا يُطلق عليهم آنذاك، تم إعطاؤهم تعليمات حول كيفية العثور على الرقم ""9"" على القرص في الغرف المظلمة أو المليئة بالدخان، من خلال تحديد موقع ووضع الإصبع الأول في الرقم ""0"" والثانية في الرقم ``9''، ثم إزالة الأولى عند الاتصال الفعلي. ومع ذلك، في العصر الحديث، حيث يتم بسهولة طلب تسلسلات متكررة من الأرقام عن طريق الخطأ على الهواتف المحمولة، يعد هذا مشكلة، حيث تقوم الهواتف المحمولة بطلب رقم الطوارئ أثناء قفل لوحة المفاتيح أو حتى بدون بطاقة SIM. أبلغ بعض الأشخاص عن الاتصال بالرقم 112 عن طريق قطع الاتصال عن طريق الخطأ لأسباب فنية مختلفة، بما في ذلك أثناء العمل على تمديد أسلاك الهاتف، وأشاروا إلى ذلك باعتباره عيبًا في رقم الطوارئ 112، والذي لا يتطلب سوى أربع عمليات قطع اتصال لتنشيطه.",1,نعم.,1,1
577,هل قاموا ببناء سفن لقراصنة الكاريبي؟,في الفيلم الأول، كانت اللؤلؤة السوداء عبارة عن بارجة فولاذية ذات هياكل خشبية مبنية في الأعلى لتشبه سفينة حقيقية. بالإضافة إلى ذلك، تم استخدام مجموعة Soundstage لتحقيق تحكم أفضل في آلات الضباب. بالنسبة للفيلمين الثاني والثالث، تم بناء سفينة شراعية عائمة بالفعل في أحواض بناء السفن في بايو لا باتري في ألاباما على هيكل سفينة الشحن غروب الشمس لتكون بمثابة المجموعة، على الرغم من أنها ليست سفينة طويلة أصلية. نسخة أخرى، مثبتة على محور، تم تصميمها لتصوير معركة Maelstrom. في عام 2010، تم إعادة بناء فيلم Sunset، الذي لعب دور اللؤلؤة السوداء في معظم الأفلام، لتصوير انتقام الملكة آن في فيلم Pirates of the Caribbean: On Stranger Tides.,1,نعم.,1,1
2855,هل مات الملك لوي في كتاب الأدغال 2016؟,"خلال الاعتمادات، يظهر Louie وهو يخرج من تحت الأنقاض، ويؤدي أغنية ""أريد أن أكون مثلك"" مع كلمات معدلة قليلاً.",0,لا.,0,1
2637,هل تحتاج إلى ترخيص للذهاب إلى ميدان الرماية,عادةً، لا يلزم الحصول على ترخيص أو تدريب متقدم يتجاوز مجرد التعرف على الأسلحة النارية (للتأجير) والتعرف على قواعد النطاق لاستخدام ميدان الرماية في الولايات المتحدة؛ الشرط الشائع الوحيد هو أن يبلغ عمر مطلق النار 18 أو 21 عامًا على الأقل (أو أن يكون لديه وصي قانوني)، ويجب أن يوقع على تنازل قبل إطلاق النار.,0,لا.,0,1
3124,هل إنكريديكوستر هو نفسه صرخة كاليفورنيا,Incredicoaster عبارة عن أفعوانية فولاذية تقع في قسم Pixar Pier في Disney California Adventure في أنهايم، كاليفورنيا. تم افتتاحها في 8 فبراير 2001 باسم California Screamin، وهي واحدة من الألعاب الأصلية في المنتزه، وهي السفينة الدوارة الوحيدة في منتجع ديزني لاند التي تتميز بالانعكاس. سرعتها القصوى البالغة 55 ميلاً في الساعة (89 كم / ساعة) تجعلها أسرع رحلة في منتجع ديزني لاند. تم إغلاق California Screamin في 8 يناير 2018 وتمت إعادة تصميمه إلى Incredicoaster، مستوحى من The Incredibles، والذي تم افتتاحه في Pixar Pier الجديد في 23 يونيو 2018، بالتزامن مع إصدار الفيلم Incredibles 2.,1,لا.,0,0
3237,هل يمكن للاعب أن ينفد غير المهاجم,في بعض الأحيان، يترك رجل المضرب، أثناء التراجع، الثنية البارزة قبل أن يقوم اللاعب بتسليم الكرة بالفعل. في حالة حدوث ذلك، يجوز للاعب أن يحاول طرد رجل المضرب غير المهاجم وفقًا لقوانين اللعبة. إذا فشل، وظل رجل المضرب داخل الثنية، فإن التسليم يسمى كرة ميتة.,1,لا.,0,0
746,هل يمكنك شرب الماء في الصوان الآن؟,"بدأت أزمة مياه فلينت لأول مرة في عام 2014 عندما تم تغيير مصدر مياه الشرب لمدينة فلينت بولاية ميشيغان من بحيرة هورون ونهر ديترويت إلى نهر فلينت الأرخص. وبسبب عدم كفاية معالجة المياه، تسرب الرصاص من أنابيب المياه المحتوية على الرصاص إلى مياه الشرب، مما أدى إلى تعريض أكثر من 100,000 ساكن للخطر. بعد أن أثبتت دراستان علميتان وجود تلوث بالرصاص في إمدادات المياه، تم إعلان حالة الطوارئ الفيدرالية في يناير 2016 وتم توجيه سكان فلينت لاستخدام المياه المعبأة في زجاجات أو المياه المفلترة فقط للشرب والطهي والتنظيف والاستحمام. واعتبارًا من أوائل عام 2017، عادت جودة المياه إلى مستويات مقبولة؛ ومع ذلك، صدرت تعليمات للسكان بمواصلة استخدام المياه المعبأة أو المفلترة حتى يتم استبدال جميع أنابيب الرصاص، والتي من المتوقع أن تكتمل في موعد لا يتجاوز عام 2020.",0,لا.,0,1
1646,هل يختلف حجم وحدة المحرك,الجهاز العصبي المركزي مسؤول عن التجنيد المنظم للخلايا العصبية الحركية، بدءاً من أصغر الوحدات الحركية. يشير مبدأ حجم هينمان إلى أن الوحدات الحركية يتم تجنيدها من الأصغر إلى الأكبر بناءً على حجم الحمولة. بالنسبة للأحمال الصغيرة التي تتطلب قوة أقل، يتم تنشيط الألياف العضلية ذات الانقباض البطيء والقوة المنخفضة والمقاومة للتعب قبل تجنيد الألياف العضلية سريعة الانقباض والقوة العالية والأقل مقاومة للتعب. تتكون الوحدات الحركية الأكبر عادةً من ألياف عضلية أسرع تولد قوى أعلى.,1,نعم,1,1
